#Host
OALVG00000000005.1	K10660
OALVG00000003665.1	K02137
OALVG00000003665.1	K02113
OALVG00000003667.1	K00611
OALVG00000003670.1	K16061
OALVG00000003677.1	K07759
OALVG00000003681.1	K16766
OALVG00000003686.1	K19970
OALVG00000003686.1	K11751
OALVG00000003691.1	K19970
OALVG00000003691.1	K11751
OALVG00000003699.1	K12860
OALVG00000003701.1	K14305
OALVG00000003702.1	K23740
OALVG00000003703.2	K24828
OALVG00000003705.1	K22384
OALVG00000003707.1	K04599
OALVG00000003710.1	K19970
OALVG00000003710.1	K11751
OALVG00000003710.1	K22719
OALVG00000003710.1	K11558
OALVG00000003710.1	K16756
OALVG00000003710.1	K14956
OALVG00000003710.1	K21548
OALVG00000003710.1	K23540
OALVG00000003710.1	K14009
OALVG00000003710.1	K22513
OALVG00000003713.1	K07393
OALVG00000003714.1	K07393
OALVG00000003717.1	K05970
OALVG00000003720.1	K14310
OALVG00000003721.1	K01115
OALVG00000003722.1	K13247
OALVG00000003737.1	K14573
OALVG00000003739.1	K00016
OALVG00000003740.1	K00016
OALVG00000003744.2	K18470
OALVG00000003748.2	K22756
OALVG00000003751.1	K12735
OALVG00000003756.1	K15042
OALVG00000003759.1	K14821
OALVG00000003760.1	K09085
OALVG00000003762.1	K10141
OALVG00000003767.1	K10299
OALVG00000003776.1	K05613
OALVG00000003776.1	K01992
OALVG00000003778.1	K05613
OALVG00000003785.1	K01992
OALVG00000003788.1	K24229
OALVG00000003797.1	K02884
OALVG00000003804.1	K11262
OALVG00000003809.1	K23041
OALVG00000003810.1	K12617
OALVG00000003828.1	K09228
OALVG00000003828.1	K09191
OALVG00000003834.1	K19748
OALVG00000003835.1	K10639
OALVG00000003836.1	K06692
OALVG00000003845.1	K03871
OALVG00000003852.1	K11188
OALVG00000003857.2	K18166
OALVG00000003858.1	K24746
OALVG00000003859.1	K23691
OALVG00000003860.1	K04507
OALVG00000003861.1	K11089
OALVG00000003862.1	K02152
OALVG00000003866.1	K11672
OALVG00000003872.1	K01482
OALVG00000003873.1	K20298
OALVG00000003874.1	K02964
OALVG00000003875.1	K20242
OALVG00000003876.1	K09578
OALVG00000003877.1	K03115
OALVG00000003878.1	K02326
OALVG00000003879.1	K10641
OALVG00000003880.1	K13113
OALVG00000003890.1	K22017
OALVG00000003891.1	K03935
OALVG00000003891.1	K00333
OALVG00000003892.1	K25079
OALVG00000003894.1	K10598
OALVG00000003895.1	K15377
OALVG00000003898.1	K09486
OALVG00000003899.1	K09106
OALVG00000003904.1	K01992
OALVG00000003907.1	K00728
OALVG00000003907.1	K01992
OALVG00000003908.1	K02857
OALVG00000003909.1	K12375
OALVG00000003909.1	K01135
OALVG00000003913.1	K19682
OALVG00000003925.1	K08190
OALVG00000003925.1	K01992
OALVG00000003926.1	K08190
OALVG00000003928.1	K08190
OALVG00000003934.1	K02040
OALVG00000003936.1	K21891
OALVG00000003937.1	K00731
OALVG00000003938.1	K03124
OALVG00000003939.1	K01173
OALVG00000003942.1	K11420
OALVG00000003943.1	K16681
OALVG00000003947.1	K14683
OALVG00000003950.1	K01992
OALVG00000003955.1	K01992
OALVG00000003958.1	K19009
OALVG00000003959.1	K17422
OALVG00000003965.1	K07189
OALVG00000003982.1	K04533
OALVG00000003983.1	K17618
OALVG00000003986.1	K22868
OALVG00000004027.1	K02116
OALVG00000004027.1	K01992
OALVG00000004060.1	K14564
OALVG00000004063.1	K11725
OALVG00000004069.1	K17424
OALVG00000004070.1	K08155
OALVG00000004079.1	K17285
OALVG00000004086.1	K17285
OALVG00000004089.1	K06532
OALVG00000004098.1	K08516
OALVG00000004099.2	K01834
OALVG00000004100.1	K15101
OALVG00000004104.1	K09890
OALVG00000004113.1	K17894
OALVG00000004127.1	K04739
OALVG00000004129.2	K07526
OALVG00000004132.1	K01050
OALVG00000004134.1	K23564
OALVG00000004135.1	K07752
OALVG00000004136.1	K00999
OALVG00000004139.1	K18422
OALVG00000004140.2	K11418
OALVG00000004141.1	K00444
OALVG00000004154.1	K00643
OALVG00000004155.1	K10580
OALVG00000004163.1	K16573
OALVG00000004165.1	K15279
OALVG00000004166.1	K09659
OALVG00000004176.1	K15122
OALVG00000004181.1	K13101
OALVG00000004182.1	K24335
OALVG00000004191.1	K12606
OALVG00000004192.1	K17907
OALVG00000004193.1	K08852
OALVG00000004209.1	K09070
OALVG00000004210.1	K14611
OALVG00000004211.1	K14611
OALVG00000004212.1	K14611
OALVG00000004213.1	K14611
OALVG00000004214.1	K14611
OALVG00000004217.1	K01369
OALVG00000004219.1	K01369
OALVG00000004222.1	K21449
OALVG00000004223.1	K21449
OALVG00000004228.1	K05030
OALVG00000004229.1	K05030
OALVG00000004230.1	K05030
OALVG00000004237.1	K14001
OALVG00000004242.1	K01992
OALVG00000004243.1	K03108
OALVG00000004244.1	K05330
OALVG00000004252.1	K06639
OALVG00000004255.1	K06639
OALVG00000004259.1	K23500
OALVG00000004259.1	K23503
OALVG00000004275.1	K20296
OALVG00000004276.1	K23333
OALVG00000004278.1	K04974
OALVG00000004298.1	K01992
OALVG00000004328.1	K14083
OALVG00000004374.1	K21449
OALVG00000004375.1	K21449
OALVG00000004376.1	K21449
OALVG00000004379.1	K11142
OALVG00000004379.1	K01255
OALVG00000004389.1	K25554
OALVG00000004390.1	K03687
OALVG00000004391.1	K01992
OALVG00000004396.1	K16498
OALVG00000004398.1	K17757
OALVG00000004399.1	K23902
OALVG00000004407.1	K01992
OALVG00000004410.1	K01109
OALVG00000004419.1	K00669
OALVG00000004447.1	K14553
OALVG00000004452.1	K05820
OALVG00000004454.1	K23568
OALVG00000004466.1	K05175
OALVG00000004468.1	K23958
OALVG00000004510.1	K00463
OALVG00000004519.1	K00463
OALVG00000004521.1	K00463
OALVG00000004526.1	K16507
OALVG00000004527.1	K21412
OALVG00000004528.1	K18079
OALVG00000004534.1	K13109
OALVG00000004535.1	K06267
OALVG00000004536.1	K11864
OALVG00000004555.1	K18666
OALVG00000004568.1	K03849
OALVG00000004578.1	K15720
OALVG00000004579.1	K11267
OALVG00000004580.1	K25616
OALVG00000004595.1	K17479
OALVG00000004596.1	K17479
OALVG00000004598.1	K20276
OALVG00000004600.1	K02910
OALVG00000004601.1	K09504
OALVG00000004602.1	K12394
OALVG00000004602.1	K12399
OALVG00000004603.1	K24682
OALVG00000004604.1	K01374
OALVG00000004604.1	K22422
OALVG00000004605.1	K02985
OALVG00000004606.1	K20689
OALVG00000004608.1	K03327
OALVG00000004608.1	K01992
OALVG00000004612.1	K00710
OALVG00000004620.1	K00710
OALVG00000004621.1	K24253
OALVG00000004622.1	K11997
OALVG00000004623.1	K06174
OALVG00000004623.1	K01992
OALVG00000004642.1	K01992
OALVG00000004661.1	K22257
OALVG00000004662.1	K12566
OALVG00000004682.1	K15360
OALVG00000004684.1	K14555
OALVG00000004685.1	K05948
OALVG00000004686.1	K08501
OALVG00000004687.1	K06843
OALVG00000004688.1	K14325
OALVG00000004691.1	K10747
OALVG00000004694.1	K14443
OALVG00000004699.2	K07870
OALVG00000004700.1	K06134
OALVG00000004702.1	K00967
OALVG00000004703.1	K00967
OALVG00000004715.1	K02923
OALVG00000004719.1	K21914
OALVG00000004721.1	K04348
OALVG00000004725.1	K13212
OALVG00000004726.1	K07207
OALVG00000004729.1	K01011
OALVG00000004730.1	K01011
OALVG00000004731.1	K01011
OALVG00000004732.1	K01011
OALVG00000004735.1	K01011
OALVG00000004737.1	K25592
OALVG00000004750.1	K21988
OALVG00000004752.1	K21988
OALVG00000004753.1	K21988
OALVG00000004755.1	K03331
OALVG00000004756.1	K03331
OALVG00000004759.1	K03331
OALVG00000004761.1	K04640
OALVG00000004762.1	K03253
OALVG00000004763.1	K15108
OALVG00000004771.1	K14775
OALVG00000004778.1	K00522
OALVG00000004779.1	K00522
OALVG00000004780.1	K00522
OALVG00000004783.1	K00522
OALVG00000004785.1	K06813
OALVG00000004787.2	K00472
OALVG00000004788.1	K08336
OALVG00000004789.1	K18631
OALVG00000004791.1	K09646
OALVG00000004793.1	K16343
OALVG00000004794.1	K23151
OALVG00000004796.1	K22719
OALVG00000004796.1	K11558
OALVG00000004796.1	K11572
OALVG00000004796.1	K04798
OALVG00000004796.1	K14956
OALVG00000004796.1	K11509
OALVG00000004796.1	K14009
OALVG00000004798.1	K08858
OALVG00000004799.1	K01992
OALVG00000004807.1	K20797
OALVG00000004818.1	K17550
OALVG00000004819.1	K25611
OALVG00000004825.1	K12304
OALVG00000004826.1	K13212
OALVG00000004827.1	K03267
OALVG00000004855.1	K23949
OALVG00000004856.2	K22827
OALVG00000004857.1	K06685
OALVG00000004858.5	K12898
OALVG00000004859.1	K12872
OALVG00000004861.1	K04802
OALVG00000004862.1	K00981
OALVG00000004862.1	K01992
OALVG00000004863.1	K14005
OALVG00000004865.1	K04097
OALVG00000004865.1	K00799
OALVG00000004866.1	K04097
OALVG00000004866.1	K00799
OALVG00000004868.1	K04097
OALVG00000004868.1	K00799
OALVG00000004869.1	K08076
OALVG00000004870.1	K05643
OALVG00000004870.1	K01990
OALVG00000004870.1	K01992
OALVG00000004871.1	K03593
OALVG00000004873.1	K10882
OALVG00000004879.1	K17412
OALVG00000004880.1	K01992
OALVG00000004894.2	K08292
OALVG00000004896.1	K01992
OALVG00000004900.1	K22872
OALVG00000004905.1	K05030
OALVG00000004905.1	K10426
OALVG00000004910.1	K05030
OALVG00000004915.1	K19868
OALVG00000004918.1	K20178
OALVG00000004923.1	K11089
OALVG00000004924.1	K11089
OALVG00000004927.1	K17834
OALVG00000004931.1	K20784
OALVG00000004931.1	K11714
OALVG00000004935.1	K17834
OALVG00000004938.1	K22017
OALVG00000004940.1	K06238
OALVG00000004942.1	K03846
OALVG00000004942.1	K01992
OALVG00000004943.1	K13421
OALVG00000004943.1	K00762
OALVG00000004944.1	K15168
OALVG00000004947.1	K04513
OALVG00000004948.1	K08175
OALVG00000004954.1	K20051
OALVG00000004956.1	K10401
OALVG00000004960.1	K13814
OALVG00000004961.1	K20032
OALVG00000004962.1	K24413
OALVG00000004962.1	K09377
OALVG00000004963.1	K03377
OALVG00000004964.1	K12189
OALVG00000004974.1	K17277
OALVG00000004975.1	K23327
OALVG00000004976.1	K13149
OALVG00000004977.1	K05349
OALVG00000004978.1	K05349
OALVG00000004988.1	K21804
OALVG00000004990.1	K23286
OALVG00000004991.1	K17834
OALVG00000004993.1	K17834
OALVG00000005000.1	K09407
OALVG00000005005.1	K05700
OALVG00000005006.1	K11135
OALVG00000005007.1	K06631
OALVG00000005008.1	K07542
OALVG00000005009.1	K03175
OALVG00000005011.1	K15172
OALVG00000005013.1	K08946
OALVG00000005026.1	K08098
OALVG00000005026.1	K01992
OALVG00000005028.1	K22285
OALVG00000005033.1	K11338
OALVG00000005038.1	K17353
OALVG00000005041.1	K25876
OALVG00000005041.1	K03438
OALVG00000005043.1	K20366
OALVG00000005063.1	K14807
OALVG00000005064.1	K04095
OALVG00000005072.1	K10397
OALVG00000005073.1	K06974
OALVG00000005075.1	K12778
OALVG00000005076.1	K25457
OALVG00000005077.1	K11093
OALVG00000005078.1	K04874
OALVG00000005084.1	K09001
OALVG00000005102.1	K25789
OALVG00000005109.1	K13093
OALVG00000005111.1	K02377
OALVG00000005122.1	K00758
OALVG00000005126.1	K24154
OALVG00000005141.1	K19949
OALVG00000005144.1	K07566
OALVG00000005146.1	K10366
OALVG00000005147.1	K10366
OALVG00000005151.1	K00616
OALVG00000005152.1	K17985
OALVG00000005153.1	K07962
OALVG00000005154.1	K22139
OALVG00000005155.1	K02349
OALVG00000005156.1	K01052
OALVG00000005157.1	K04428
OALVG00000005158.1	K12493
OALVG00000005171.1	K13963
OALVG00000005173.1	K13963
OALVG00000005174.1	K13963
OALVG00000005175.1	K13963
OALVG00000005176.1	K13963
OALVG00000005177.1	K13963
OALVG00000005178.1	K13963
OALVG00000005179.1	K13963
OALVG00000005180.1	K26086
OALVG00000005181.1	K18405
OALVG00000005183.1	K00501
OALVG00000005183.1	K00500
OALVG00000005190.1	K17598
OALVG00000005191.1	K11436
OALVG00000005191.1	K11434
OALVG00000005193.2	K03704
OALVG00000005194.1	K12191
OALVG00000005205.1	K22073
OALVG00000005206.1	K17820
OALVG00000005218.1	K24135
OALVG00000005219.1	K08518
OALVG00000005220.1	K00228
OALVG00000005226.1	K16674
OALVG00000005236.1	K20796
OALVG00000005236.1	K09191
OALVG00000005242.1	K02350
OALVG00000005244.1	K25203
OALVG00000005244.1	K04565
OALVG00000005248.1	K25420
OALVG00000005249.1	K24645
OALVG00000005251.1	K01992
OALVG00000005253.1	K11844
OALVG00000005254.1	K11097
OALVG00000005256.1	K03424
OALVG00000005262.1	K23909
OALVG00000005263.1	K03424
OALVG00000005264.1	K23424
OALVG00000005265.1	K09067
OALVG00000005270.1	K00635
OALVG00000005271.1	K24627
OALVG00000005275.1	K09067
OALVG00000005288.1	K14077
OALVG00000005298.1	K02503
OALVG00000005299.1	K20164
OALVG00000005300.1	K06872
OALVG00000005307.1	K15156
OALVG00000005313.1	K11450
OALVG00000005314.1	K20302
OALVG00000005315.1	K05694
OALVG00000005316.1	K02375
OALVG00000005323.1	K06867
OALVG00000005329.1	K18584
OALVG00000005332.1	K25803
OALVG00000005334.1	K11323
OALVG00000005337.1	K11850
OALVG00000005341.2	K15289
OALVG00000005341.2	K02895
OALVG00000005342.1	K10397
OALVG00000005344.1	K04575
OALVG00000005349.1	K11089
OALVG00000005351.1	K03327
OALVG00000005352.1	K11251
OALVG00000005353.1	K11252
OALVG00000005354.1	K11251
OALVG00000005355.1	K11252
OALVG00000005356.1	K11251
OALVG00000005357.1	K11252
OALVG00000005358.1	K11251
OALVG00000005359.1	K11252
OALVG00000005360.1	K11251
OALVG00000005361.1	K11252
OALVG00000005362.1	K11251
OALVG00000005363.1	K11252
OALVG00000005364.1	K11251
OALVG00000005365.1	K11252
OALVG00000005366.1	K11251
OALVG00000005367.1	K11252
OALVG00000005368.1	K11251
OALVG00000005369.1	K11252
OALVG00000005370.1	K11251
OALVG00000005371.1	K11252
OALVG00000005372.1	K11251
OALVG00000005373.1	K11252
OALVG00000005374.1	K11251
OALVG00000005375.1	K11252
OALVG00000005376.1	K11251
OALVG00000005378.1	K11252
OALVG00000005379.1	K25191
OALVG00000005380.1	K18270
OALVG00000005382.1	K17494
OALVG00000005385.1	K24517
OALVG00000005388.1	K19398
OALVG00000005389.1	K17264
OALVG00000005395.1	K01769
OALVG00000005404.1	K09442
OALVG00000005409.1	K10610
OALVG00000005410.1	K20223
OALVG00000005411.1	K00326
OALVG00000005414.1	K19572
OALVG00000005416.1	K19572
OALVG00000005423.1	K11252
OALVG00000005424.1	K11251
OALVG00000005425.1	K11251
OALVG00000005426.1	K11253
OALVG00000005434.1	K24756
OALVG00000005435.1	K12624
OALVG00000005446.1	K04555
OALVG00000005447.1	K12164
OALVG00000005448.1	K19401
OALVG00000005454.1	K01992
OALVG00000005464.1	K19863
OALVG00000005465.1	K11997
OALVG00000005470.1	K08175
OALVG00000005471.1	K08175
OALVG00000005472.1	K08175
OALVG00000005473.1	K08175
OALVG00000005474.1	K08175
OALVG00000005481.1	K00894
OALVG00000005482.1	K00894
OALVG00000005485.1	K18168
OALVG00000005491.1	K24774
OALVG00000005493.1	K14303
OALVG00000005494.1	K11095
OALVG00000005504.1	K24799
OALVG00000005505.1	K03327
OALVG00000005505.1	K01992
OALVG00000005507.1	K03327
OALVG00000005509.1	K03327
OALVG00000005510.1	K03327
OALVG00000005514.1	K00907
OALVG00000005516.1	K15443
OALVG00000005521.1	K23012
OALVG00000005522.1	K21124
OALVG00000005524.1	K09571
OALVG00000005524.1	K01802
OALVG00000005528.1	K14403
OALVG00000005529.1	K11861
OALVG00000005530.1	K16833
OALVG00000005531.1	K19612
OALVG00000005532.1	K24786
OALVG00000005533.1	K15259
OALVG00000005534.1	K06685
OALVG00000005538.1	K15259
OALVG00000005540.1	K15259
OALVG00000005541.1	K20198
OALVG00000005542.1	K03028
OALVG00000005543.1	K11252
OALVG00000005544.1	K11251
OALVG00000005545.1	K11253
OALVG00000005545.1	K11495
OALVG00000005551.1	K03073
OALVG00000005553.1	K01490
OALVG00000005559.1	K02308
OALVG00000005561.2	K14684
OALVG00000005563.1	K15684
OALVG00000005564.2	K16353
OALVG00000005564.2	K15684
OALVG00000005565.1	K11976
OALVG00000005566.1	K02495
OALVG00000005568.1	K01992
OALVG00000005576.1	K06276
OALVG00000005577.1	K09402
OALVG00000005581.1	K23112
OALVG00000005582.1	K00415
OALVG00000005583.1	K23960
OALVG00000005584.1	K14860
OALVG00000005588.1	K10865
OALVG00000005589.1	K10408
OALVG00000005594.1	K10266
OALVG00000005595.1	K01992
OALVG00000005598.1	K16453
OALVG00000005599.1	K03540
OALVG00000005607.1	K10624
OALVG00000005608.1	K25168
OALVG00000005617.1	K23820
OALVG00000005618.1	K18384
OALVG00000005621.1	K01769
OALVG00000005628.1	K09289
OALVG00000005664.1	K01047
OALVG00000005665.1	K20361
OALVG00000005668.1	K11866
OALVG00000005669.1	K25389
OALVG00000005670.1	K10203
OALVG00000005672.1	K01294
OALVG00000005673.1	K11830
OALVG00000005674.1	K13354
OALVG00000005676.1	K14388
OALVG00000005676.1	K03307
OALVG00000005679.1	K23905
OALVG00000005679.1	K23902
OALVG00000005681.1	K04600
OALVG00000005681.1	K22659
OALVG00000005686.1	K14636
OALVG00000005688.1	K00623
OALVG00000005698.1	K03327
OALVG00000005703.1	K23092
OALVG00000005713.1	K12585
OALVG00000005730.1	K06125
OALVG00000005730.1	K03179
OALVG00000005732.1	K03644
OALVG00000005733.1	K12171
OALVG00000005738.1	K01992
OALVG00000005754.1	K24740
OALVG00000005755.1	K13136
OALVG00000005756.1	K07575
OALVG00000005757.1	K16461
OALVG00000005760.1	K24940
OALVG00000005761.1	K18403
OALVG00000005765.1	K16498
OALVG00000005792.1	K18625
OALVG00000005795.1	K01952
OALVG00000005798.1	K13133
OALVG00000005801.1	K01992
OALVG00000005803.1	K03005
OALVG00000005822.2	K13807
OALVG00000005823.1	K01893
OALVG00000005824.1	K20397
OALVG00000005828.1	K15698
OALVG00000005842.1	K15148
OALVG00000005848.1	K17824
OALVG00000005849.1	K13122
OALVG00000005851.1	K24808
OALVG00000005852.2	K20290
OALVG00000005853.1	K00927
OALVG00000005855.1	K01992
OALVG00000005856.1	K09191
OALVG00000005860.1	K09191
OALVG00000005868.1	K24929
OALVG00000005869.1	K02902
OALVG00000005906.1	K16480
OALVG00000005907.1	K08582
OALVG00000005908.1	K08582
OALVG00000005909.1	K08582
OALVG00000005912.1	K16498
OALVG00000005915.1	K18732
OALVG00000005930.1	K14525
OALVG00000005931.1	K05940
OALVG00000005935.1	K14525
OALVG00000005947.1	K17583
OALVG00000005948.1	K18189
OALVG00000005950.1	K20315
OALVG00000005951.2	K20803
OALVG00000005952.1	K11374
OALVG00000005957.1	K09228
OALVG00000005957.1	K09191
OALVG00000005958.1	K06698
OALVG00000005959.1	K01045
OALVG00000005965.1	K03954
OALVG00000005968.1	K10356
OALVG00000005969.1	K03036
OALVG00000005970.2	K22559
OALVG00000005971.1	K09191
OALVG00000005972.1	K16753
OALVG00000005983.1	K11459
OALVG00000005986.1	K12870
OALVG00000005988.1	K19602
OALVG00000005989.2	K13164
OALVG00000005992.1	K03193
OALVG00000005994.1	K08874
OALVG00000005995.1	K01077
OALVG00000005996.1	K07513
OALVG00000005997.1	K23308
OALVG00000006007.1	K14611
OALVG00000006008.1	K14611
OALVG00000006008.1	K01992
OALVG00000006009.1	K14611
OALVG00000006011.1	K09191
OALVG00000006012.1	K07374
OALVG00000006013.1	K23588
OALVG00000006014.1	K09521
OALVG00000006016.1	K00671
OALVG00000006022.1	K04153
OALVG00000006035.1	K02130
OALVG00000006036.1	K14996
OALVG00000006045.1	K11252
OALVG00000006051.1	K14717
OALVG00000006051.1	K07238
OALVG00000006054.1	K01992
OALVG00000006064.1	K22766
OALVG00000006067.1	K09580
OALVG00000006070.3	K18412
OALVG00000006072.1	K08852
OALVG00000006074.1	K18183
OALVG00000006075.1	K17658
OALVG00000006088.2	K04936
OALVG00000006090.2	K04515
OALVG00000006091.1	K07521
OALVG00000006096.1	K01992
OALVG00000006099.1	K04739
OALVG00000006100.1	K23802
OALVG00000006103.1	K09140
OALVG00000006104.2	K10087
OALVG00000006105.1	K21121
OALVG00000006109.1	K12230
OALVG00000006110.1	K08960
OALVG00000006112.1	K01769
OALVG00000006116.1	K00849
OALVG00000006117.1	K01802
OALVG00000006119.1	K01802
OALVG00000006120.1	K02156
OALVG00000006126.1	K03103
OALVG00000006127.2	K13811
OALVG00000006127.2	K00860
OALVG00000006128.1	K16316
OALVG00000006130.1	K01183
OALVG00000006133.1	K17922
OALVG00000006134.1	K09572
OALVG00000006134.1	K01802
OALVG00000006135.1	K18756
OALVG00000006136.1	K20858
OALVG00000006137.1	K03026
OALVG00000006138.1	K08515
OALVG00000006138.1	K08513
OALVG00000006139.1	K22403
OALVG00000006146.1	K19679
OALVG00000006156.1	K01011
OALVG00000006168.1	K19915
OALVG00000006169.1	K10849
OALVG00000006171.1	K24482
OALVG00000006172.1	K14545
OALVG00000006173.1	K05648
OALVG00000006173.1	K01992
OALVG00000006174.1	K14404
OALVG00000006179.1	K12873
OALVG00000006181.1	K19363
OALVG00000006183.1	K11251
OALVG00000006192.1	K01992
OALVG00000006193.1	K10596
OALVG00000006194.1	K15438
OALVG00000006199.1	K12316
OALVG00000006199.1	K01187
OALVG00000006200.2	K00635
OALVG00000006201.1	K08190
OALVG00000006201.1	K08186
OALVG00000006219.1	K01992
OALVG00000006223.2	K00857
OALVG00000006224.1	K01620
OALVG00000006225.1	K01620
OALVG00000006226.2	K19513
OALVG00000006227.1	K11417
OALVG00000006228.1	K04984
OALVG00000006228.1	K01992
OALVG00000006230.1	K03966
OALVG00000006231.2	K02925
OALVG00000006232.1	K23730
OALVG00000006233.1	K24797
OALVG00000006234.1	K21894
OALVG00000006237.1	K02154
OALVG00000006238.1	K15216
OALVG00000006242.1	K02373
OALVG00000006244.1	K16726
OALVG00000006245.1	K02330
OALVG00000006246.1	K11308
OALVG00000006247.1	K09084
OALVG00000006250.1	K23362
OALVG00000006255.1	K07541
OALVG00000006256.1	K12195
OALVG00000006258.1	K15259
OALVG00000006262.1	K25165
OALVG00000006265.1	K25165
OALVG00000006274.1	K01992
OALVG00000006279.1	K10106
OALVG00000006280.1	K01151
OALVG00000006281.1	K20398
OALVG00000006283.1	K22414
OALVG00000006284.1	K06963
OALVG00000006285.1	K21958
OALVG00000006288.1	K16673
OALVG00000006289.1	K16673
OALVG00000006290.1	K16673
OALVG00000006291.1	K16673
OALVG00000006292.1	K16673
OALVG00000006293.1	K16673
OALVG00000006297.1	K16673
OALVG00000006300.1	K21958
OALVG00000006306.1	K21767
OALVG00000006309.1	K21767
OALVG00000006310.1	K03860
OALVG00000006313.1	K13524
OALVG00000006316.1	K04988
OALVG00000006320.1	K11269
OALVG00000006321.1	K24895
OALVG00000006329.1	K16175
OALVG00000006331.1	K09273
OALVG00000006334.1	K22255
OALVG00000006335.1	K19413
OALVG00000006336.1	K20187
OALVG00000006343.1	K00948
OALVG00000006344.1	K00417
OALVG00000006345.1	K19801
OALVG00000006346.1	K24094
OALVG00000006349.1	K09213
OALVG00000006365.1	K01580
OALVG00000006367.1	K14838
OALVG00000006373.1	K21988
OALVG00000006376.1	K21988
OALVG00000006377.1	K02726
OALVG00000006378.1	K15214
OALVG00000006380.1	K24764
OALVG00000006385.1	K04615
OALVG00000006387.1	K01915
OALVG00000006388.1	K02911
OALVG00000006401.1	K00699
OALVG00000006402.1	K00699
OALVG00000006403.1	K00699
OALVG00000006404.1	K00699
OALVG00000006405.1	K00699
OALVG00000006406.1	K00699
OALVG00000006407.1	K00699
OALVG00000006409.1	K09319
