#Host
OFRAG00000000002.1	K07834
OFRAG00000002643.2	K01805
OFRAG00000002645.1	K23424
OFRAG00000002647.1	K24155
OFRAG00000002648.1	K13250
OFRAG00000002649.1	K18085
OFRAG00000002651.1	K06669
OFRAG00000002653.1	K07885
OFRAG00000002656.1	K06569
OFRAG00000002658.2	K17917
OFRAG00000002662.1	K15027
OFRAG00000002665.1	K09454
OFRAG00000002665.1	K06867
OFRAG00000002668.1	K02736
OFRAG00000002670.1	K03351
OFRAG00000002678.2	K08492
OFRAG00000002682.1	K04887
OFRAG00000002683.1	K17278
OFRAG00000002684.1	K08332
OFRAG00000002690.1	K10408
OFRAG00000002692.1	K13173
OFRAG00000002705.1	K17618
OFRAG00000002707.1	K12460
OFRAG00000002707.1	K01992
OFRAG00000002710.1	K12460
OFRAG00000002712.1	K08729
OFRAG00000002712.1	K01992
OFRAG00000002713.1	K24634
OFRAG00000002714.1	K09479
OFRAG00000002729.1	K24764
OFRAG00000002731.1	K24013
OFRAG00000002731.1	K01992
OFRAG00000002732.1	K11583
OFRAG00000002734.1	K09319
OFRAG00000002737.1	K03676
OFRAG00000002747.2	K19572
OFRAG00000002762.1	K10408
OFRAG00000002763.1	K00968
OFRAG00000002765.1	K01992
OFRAG00000002773.1	K07874
OFRAG00000002775.1	K03031
OFRAG00000002777.1	K20346
OFRAG00000002778.1	K23497
OFRAG00000002779.1	K19526
OFRAG00000002781.1	K01866
OFRAG00000002782.1	K13288
OFRAG00000002785.1	K14015
OFRAG00000002786.1	K02959
OFRAG00000002787.1	K03358
OFRAG00000002789.1	K18184
OFRAG00000002790.1	K11584
OFRAG00000002791.1	K16307
OFRAG00000002792.1	K20878
OFRAG00000002793.1	K14686
OFRAG00000002795.1	K03256
OFRAG00000002796.1	K09256
OFRAG00000002797.1	K16586
OFRAG00000002800.1	K05088
OFRAG00000002802.1	K25646
OFRAG00000002812.1	K13206
OFRAG00000002817.1	K08790
OFRAG00000002819.1	K01992
OFRAG00000002821.1	K14445
OFRAG00000002825.1	K03307
OFRAG00000002833.1	K23879
OFRAG00000002834.1	K23879
OFRAG00000002836.1	K22182
OFRAG00000002836.1	K03676
OFRAG00000002838.1	K07951
OFRAG00000002842.1	K01992
OFRAG00000002844.1	K16780
OFRAG00000002848.1	K10592
OFRAG00000002850.1	K18710
OFRAG00000002852.1	K22558
OFRAG00000002853.1	K15199
OFRAG00000002854.1	K15199
OFRAG00000002855.1	K03039
OFRAG00000002856.1	K19986
OFRAG00000002857.1	K02981
OFRAG00000002859.1	K06981
OFRAG00000002862.1	K02872
OFRAG00000002869.1	K20131
OFRAG00000002875.1	K10598
OFRAG00000002876.1	K00613
OFRAG00000002879.1	K01069
OFRAG00000002881.1	K02367
OFRAG00000002882.1	K15186
OFRAG00000002884.1	K05917
OFRAG00000002885.1	K10686
OFRAG00000002886.1	K11996
OFRAG00000002889.1	K16569
OFRAG00000002891.1	K05759
OFRAG00000002892.1	K00759
OFRAG00000002893.1	K04715
OFRAG00000002895.1	K13099
OFRAG00000002900.1	K21870
OFRAG00000002902.1	K06965
OFRAG00000002903.1	K20813
OFRAG00000002906.1	K16590
OFRAG00000002907.1	K01907
OFRAG00000002908.1	K01303
OFRAG00000002913.1	K13172
OFRAG00000002915.1	K01992
OFRAG00000002916.1	K25439
OFRAG00000002917.1	K18078
OFRAG00000002918.1	K02874
OFRAG00000002929.1	K10087
OFRAG00000002937.1	K04615
OFRAG00000002941.1	K20828
OFRAG00000002941.1	K09191
OFRAG00000002942.1	K22825
OFRAG00000002943.1	K01866
OFRAG00000002946.1	K00967
OFRAG00000002947.1	K00558
OFRAG00000002952.1	K11838
OFRAG00000002955.1	K03671
OFRAG00000002956.1	K03103
OFRAG00000002959.1	K13811
OFRAG00000002960.1	K20398
OFRAG00000002962.2	K15216
OFRAG00000002964.1	K14557
OFRAG00000002966.1	K14823
OFRAG00000002967.1	K25474
OFRAG00000002971.1	K00789
OFRAG00000002972.1	K16673
OFRAG00000002974.1	K17108
OFRAG00000002975.1	K20473
OFRAG00000002979.1	K08360
OFRAG00000002980.1	K22696
OFRAG00000002981.1	K07071
OFRAG00000002982.1	K10849
OFRAG00000002986.1	K12837
OFRAG00000002988.1	K22641
OFRAG00000002989.2	K21121
OFRAG00000002992.1	K01183
OFRAG00000002994.1	K11090
OFRAG00000002995.1	K17080
OFRAG00000003011.1	K13236
OFRAG00000003013.1	K23040
OFRAG00000003014.1	K14293
OFRAG00000003015.1	K14404
OFRAG00000003035.1	K17776
OFRAG00000003040.1	K19947
OFRAG00000003040.1	K13172
OFRAG00000003041.1	K00718
OFRAG00000003041.1	K03964
OFRAG00000003052.1	K10356
OFRAG00000003053.1	K01596
OFRAG00000003055.1	K16912
OFRAG00000003058.1	K21435
OFRAG00000003059.1	K14343
OFRAG00000003060.1	K01992
OFRAG00000003066.1	K12837
OFRAG00000003067.1	K12837
OFRAG00000003075.1	K15103
OFRAG00000003076.1	K09292
OFRAG00000003085.1	K01179
OFRAG00000003086.1	K10838
OFRAG00000003089.1	K09069
OFRAG00000003091.1	K02995
OFRAG00000003092.1	K25809
OFRAG00000003095.1	K18156
OFRAG00000003096.1	K20405
OFRAG00000003101.1	K15425
OFRAG00000003102.1	K24227
OFRAG00000003103.1	K12392
OFRAG00000003104.1	K13345
OFRAG00000003105.1	K25553
OFRAG00000003106.1	K25460
OFRAG00000003110.1	K20493
OFRAG00000003111.1	K14715
OFRAG00000003147.1	K01904
OFRAG00000003150.1	K17809
OFRAG00000003151.1	K07561
OFRAG00000003153.1	K24317
OFRAG00000003154.1	K02738
OFRAG00000003155.1	K01054
OFRAG00000003158.1	K23612
OFRAG00000003159.1	K16815
OFRAG00000003160.1	K00605
OFRAG00000003161.1	K11319
OFRAG00000003197.1	K18408
OFRAG00000003200.1	K03341
OFRAG00000003201.1	K03145
OFRAG00000003202.1	K20058
OFRAG00000003205.1	K17499
OFRAG00000003206.1	K08875
OFRAG00000003207.1	K16487
OFRAG00000003208.1	K13100
OFRAG00000003209.1	K01772
OFRAG00000003212.1	K16575
OFRAG00000003213.1	K14798
OFRAG00000003215.1	K13155
OFRAG00000003217.1	K20776
OFRAG00000003220.1	K21554
OFRAG00000003223.1	K17541
OFRAG00000003238.1	K24550
OFRAG00000003247.1	K11374
OFRAG00000003249.1	K20372
OFRAG00000003250.1	K16733
OFRAG00000003251.1	K10766
OFRAG00000003252.1	K00685
OFRAG00000003254.1	K08495
OFRAG00000003255.1	K23564
OFRAG00000003256.1	K07752
OFRAG00000003257.1	K00999
OFRAG00000003260.1	K11310
OFRAG00000003262.1	K04688
OFRAG00000003263.1	K23728
OFRAG00000003264.1	K21248
OFRAG00000003279.1	K23390
OFRAG00000003280.1	K03359
OFRAG00000003281.1	K11373
OFRAG00000003282.1	K23339
OFRAG00000003284.1	K18384
OFRAG00000003286.2	K09569
OFRAG00000003286.2	K01802
OFRAG00000003287.1	K00222
OFRAG00000003288.1	K00863
OFRAG00000003296.1	K07112
OFRAG00000003299.1	K13119
OFRAG00000003300.1	K19196
OFRAG00000003301.1	K24070
OFRAG00000003301.1	K10798
OFRAG00000003303.1	K05765
OFRAG00000003308.1	K02918
OFRAG00000003309.1	K05754
OFRAG00000003311.1	K23616
OFRAG00000003312.1	K12171
OFRAG00000003313.1	K01942
OFRAG00000003314.1	K10419
OFRAG00000003315.1	K03134
OFRAG00000003320.1	K11346
OFRAG00000003321.1	K14835
OFRAG00000003322.1	K14724
OFRAG00000003322.1	K01992
OFRAG00000003325.1	K01530
OFRAG00000003327.1	K00804
OFRAG00000003330.1	K11086
OFRAG00000003331.1	K25791
OFRAG00000003332.1	K05661
OFRAG00000003332.1	K01992
OFRAG00000003334.1	K11887
OFRAG00000003337.1	K23732
OFRAG00000003352.1	K13111
OFRAG00000003352.1	K12819
OFRAG00000003353.1	K07955
OFRAG00000003354.1	K15716
OFRAG00000003359.1	K06947
OFRAG00000003361.1	K00910
OFRAG00000003362.1	K23880
OFRAG00000003363.1	K02921
OFRAG00000003364.1	K12852
OFRAG00000003370.1	K02830
OFRAG00000003371.1	K09359
OFRAG00000003372.1	K25216
OFRAG00000003373.1	K13101
OFRAG00000003374.1	K03949
OFRAG00000003375.1	K21988
OFRAG00000003385.1	K01992
OFRAG00000003393.1	K06062
OFRAG00000003394.1	K19410
OFRAG00000003396.1	K20315
OFRAG00000003397.1	K10740
OFRAG00000003399.1	K22610
OFRAG00000003407.1	K26006
OFRAG00000003408.1	K01937
OFRAG00000003409.1	K20072
OFRAG00000003410.1	K20281
OFRAG00000003413.1	K12835
OFRAG00000003415.1	K17494
OFRAG00000003417.1	K17778
OFRAG00000003422.1	K05850
OFRAG00000003422.1	K01537
OFRAG00000003425.1	K25647
OFRAG00000003426.1	K00710
OFRAG00000003427.1	K07200
OFRAG00000003428.1	K24086
OFRAG00000003430.1	K19941
OFRAG00000003434.1	K23333
OFRAG00000003444.1	K14004
OFRAG00000003445.1	K22647
OFRAG00000003447.1	K20299
OFRAG00000003449.1	K23413
OFRAG00000003451.1	K05302
OFRAG00000003452.1	K04739
OFRAG00000003458.2	K15278
OFRAG00000003463.1	K20069
OFRAG00000003469.1	K11292
OFRAG00000003472.1	K10408
OFRAG00000003473.1	K08869
OFRAG00000003474.1	K23293
OFRAG00000003476.1	K01135
OFRAG00000003477.1	K12165
OFRAG00000003479.1	K16746
OFRAG00000003483.1	K21436
OFRAG00000003484.1	K04505
OFRAG00000003486.1	K14464
OFRAG00000003487.1	K20368
OFRAG00000003488.1	K18166
OFRAG00000003496.1	K03323
OFRAG00000003496.1	K15014
OFRAG00000003499.1	K23355
OFRAG00000003500.1	K09549
OFRAG00000003503.1	K01517
OFRAG00000003504.1	K09592
OFRAG00000003507.1	K02349
OFRAG00000003509.1	K00827
OFRAG00000003510.1	K18585
OFRAG00000003530.1	K21249
OFRAG00000003541.1	K04599
OFRAG00000003552.1	K20303
OFRAG00000003553.1	K15361
OFRAG00000003555.1	K02327
OFRAG00000003556.1	K02327
OFRAG00000003558.1	K03511
OFRAG00000003559.1	K03352
OFRAG00000003570.1	K14611
OFRAG00000003573.1	K15379
OFRAG00000003574.1	K09571
OFRAG00000003574.1	K01802
OFRAG00000003575.1	K23327
OFRAG00000003578.1	K20361
OFRAG00000003580.1	K09580
OFRAG00000003584.1	K06094
OFRAG00000003585.1	K25168
OFRAG00000003586.2	K14946
OFRAG00000003587.1	K01227
OFRAG00000003627.1	K23994
OFRAG00000003629.1	K02992
OFRAG00000003632.1	K10352
OFRAG00000003633.1	K20135
OFRAG00000003634.1	K13775
OFRAG00000003639.1	K18584
OFRAG00000003640.1	K23317
OFRAG00000003640.1	K09191
OFRAG00000003642.1	K19219
OFRAG00000003643.1	K06678
OFRAG00000003644.1	K17545
OFRAG00000003645.1	K10687
OFRAG00000003646.1	K13907
OFRAG00000003647.1	K01756
OFRAG00000003653.1	K19730
OFRAG00000003656.1	K02998
OFRAG00000003657.1	K19613
OFRAG00000003660.1	K02912
OFRAG00000003661.1	K02183
OFRAG00000003661.1	K13448
OFRAG00000003669.1	K17434
OFRAG00000003671.1	K22804
OFRAG00000003679.1	K13984
OFRAG00000003680.1	K11864
OFRAG00000003685.1	K01992
OFRAG00000003686.2	K01992
OFRAG00000003687.1	K06267
OFRAG00000003690.1	K16685
OFRAG00000003693.1	K05665
OFRAG00000003693.1	K01992
OFRAG00000003695.1	K24104
OFRAG00000003698.1	K18533
OFRAG00000003699.1	K02183
OFRAG00000003699.1	K13448
OFRAG00000003700.1	K08339
OFRAG00000003701.1	K13617
OFRAG00000003702.1	K22017
OFRAG00000003702.1	K21449
OFRAG00000003703.1	K12669
OFRAG00000003709.1	K14445
OFRAG00000003712.1	K01421
OFRAG00000003713.1	K00643
OFRAG00000003715.1	K10580
OFRAG00000003731.1	K15133
OFRAG00000003732.1	K17973
OFRAG00000003734.1	K23339
OFRAG00000003735.1	K07192
OFRAG00000003737.1	K15102
OFRAG00000003744.1	K00669
OFRAG00000003746.1	K00382
OFRAG00000003748.1	K11515
OFRAG00000003750.1	K23498
OFRAG00000003751.1	K00784
OFRAG00000003751.1	K01992
OFRAG00000003761.1	K07876
OFRAG00000003763.1	K02901
OFRAG00000003769.1	K04316
OFRAG00000003770.1	K10396
OFRAG00000003775.1	K06172
OFRAG00000003778.1	K12606
OFRAG00000003779.1	K17907
OFRAG00000003782.1	K10426
OFRAG00000003783.1	K10426
OFRAG00000003811.1	K08371
OFRAG00000003812.1	K10742
OFRAG00000003813.1	K03232
OFRAG00000003814.1	K03934
OFRAG00000003815.1	K18408
OFRAG00000003816.1	K07817
OFRAG00000003818.1	K00637
OFRAG00000003823.1	K20631
OFRAG00000003824.1	K09213
OFRAG00000003833.1	K03945
OFRAG00000003836.1	K25070
OFRAG00000003837.1	K24350
OFRAG00000003839.1	K08342
OFRAG00000003840.1	K09650
OFRAG00000003844.1	K08509
OFRAG00000003851.1	K02942
OFRAG00000003856.1	K17914
OFRAG00000003858.1	K06670
OFRAG00000003862.1	K03869
OFRAG00000003864.1	K04097
OFRAG00000003864.1	K00799
OFRAG00000003867.1	K23958
OFRAG00000003867.1	K01872
OFRAG00000003870.1	K01872
OFRAG00000003873.2	K18695
OFRAG00000003879.1	K06672
OFRAG00000003884.1	K04739
OFRAG00000003895.1	K13140
OFRAG00000003896.1	K22560
OFRAG00000003899.1	K13151
OFRAG00000003899.1	K01992
OFRAG00000003908.1	K14809
OFRAG00000003910.1	K25554
OFRAG00000003919.1	K12304
OFRAG00000003921.1	K09646
OFRAG00000003926.1	K14072
OFRAG00000003926.1	K01992
OFRAG00000003930.1	K19027
OFRAG00000003931.1	K19931
OFRAG00000003932.2	K14156
OFRAG00000003937.1	K10369
OFRAG00000003967.1	K22420
OFRAG00000003968.1	K17497
OFRAG00000003970.1	K17926
OFRAG00000003971.1	K14852
OFRAG00000003974.1	K04506
OFRAG00000003978.1	K14521
OFRAG00000003979.1	K06631
OFRAG00000003980.1	K11135
OFRAG00000003992.1	K17533
OFRAG00000003995.1	K19398
OFRAG00000003996.1	K17264
OFRAG00000004001.1	K19572
OFRAG00000004023.1	K11652
OFRAG00000004024.1	K23151
OFRAG00000004025.1	K17769
OFRAG00000004027.1	K16606
OFRAG00000004030.1	K09646
OFRAG00000004035.1	K09288
OFRAG00000004040.1	K04630
OFRAG00000004041.1	K14862
OFRAG00000004042.1	K15324
OFRAG00000004043.1	K24169
OFRAG00000004050.1	K02321
OFRAG00000004051.1	K15791
OFRAG00000004052.1	K16781
OFRAG00000004063.1	K09371
OFRAG00000004067.1	K02871
OFRAG00000004068.2	K04352
OFRAG00000004072.1	K00844
OFRAG00000004073.2	K00357
OFRAG00000004074.1	K22376
OFRAG00000004075.1	K01992
OFRAG00000004076.1	K00128
OFRAG00000004077.1	K19054
OFRAG00000004078.1	K12492
OFRAG00000004079.1	K16459
OFRAG00000004089.2	K11411
OFRAG00000004093.1	K02908
OFRAG00000004094.1	K02134
OFRAG00000004096.1	K23334
OFRAG00000004099.1	K14830
OFRAG00000004100.1	K15187
OFRAG00000004101.1	K03841
OFRAG00000004102.1	K10703
OFRAG00000004103.1	K03963
OFRAG00000004105.1	K06671
OFRAG00000004106.1	K24135
OFRAG00000004107.1	K13089
OFRAG00000004108.1	K06704
OFRAG00000004109.1	K05955
OFRAG00000004110.1	K20296
OFRAG00000004116.1	K13148
OFRAG00000004117.1	K24456
OFRAG00000004118.1	K24265
OFRAG00000004118.1	K09680
OFRAG00000004119.2	K16458
OFRAG00000004120.2	K18621
OFRAG00000004121.1	K02183
OFRAG00000004124.1	K08811
OFRAG00000004125.1	K12848
OFRAG00000004126.1	K10597
OFRAG00000004127.1	K15284
OFRAG00000004134.1	K08190
OFRAG00000004136.1	K25607
OFRAG00000004137.1	K16175
OFRAG00000004137.1	K21449
OFRAG00000004139.1	K10908
OFRAG00000004140.1	K01803
OFRAG00000004146.1	K14790
OFRAG00000004147.1	K10798
OFRAG00000004148.1	K24027
OFRAG00000004152.1	K20128
OFRAG00000004156.1	K06170
OFRAG00000004157.1	K18342
OFRAG00000004161.1	K16513
OFRAG00000004165.1	K02902
OFRAG00000004169.1	K14560
OFRAG00000004170.1	K14832
OFRAG00000004171.1	K21752
OFRAG00000004172.1	K20221
OFRAG00000004175.1	K06170
OFRAG00000004177.1	K04564
OFRAG00000004181.1	K09658
OFRAG00000004182.1	K17972
OFRAG00000004184.1	K12869
OFRAG00000004188.1	K12614
OFRAG00000004192.1	K16914
OFRAG00000004204.1	K12826
OFRAG00000004205.1	K19382
OFRAG00000004206.1	K03260
OFRAG00000004208.1	K10865
OFRAG00000004209.1	K10408
OFRAG00000004211.1	K15333
OFRAG00000004213.1	K06170
OFRAG00000004219.1	K03165
OFRAG00000004221.1	K08796
OFRAG00000004222.1	K13125
OFRAG00000004223.1	K16803
OFRAG00000004224.1	K09494
OFRAG00000004225.1	K22857
OFRAG00000004229.1	K00894
OFRAG00000004230.1	K01080
OFRAG00000004231.1	K01080
OFRAG00000004234.1	K01908
OFRAG00000004237.1	K01908
OFRAG00000004239.1	K09517
OFRAG00000004240.2	K11674
OFRAG00000004244.1	K13095
OFRAG00000004259.1	K02078
OFRAG00000004262.1	K10876
OFRAG00000004264.1	K01173
OFRAG00000004268.1	K01904
OFRAG00000004269.1	K01904
OFRAG00000004273.1	K02877
OFRAG00000004274.1	K17411
OFRAG00000004277.1	K15734
OFRAG00000004278.1	K06133
OFRAG00000004279.1	K03283
OFRAG00000004280.1	K03033
OFRAG00000004282.1	K12350
OFRAG00000004283.1	K03283
OFRAG00000004283.1	K21031
OFRAG00000004288.1	K11341
OFRAG00000004289.1	K11593
OFRAG00000004292.1	K15275
OFRAG00000004293.1	K00600
OFRAG00000004294.1	K03849
OFRAG00000004297.1	K23343
OFRAG00000004298.1	K10413
OFRAG00000004299.1	K01619
OFRAG00000004300.1	K01619
OFRAG00000004319.1	K23292
OFRAG00000004320.1	K17498
OFRAG00000004321.1	K18203
OFRAG00000004325.1	K08281
OFRAG00000004328.1	K19329
OFRAG00000004333.1	K21870
OFRAG00000004335.1	K11538
OFRAG00000004335.1	K00249
OFRAG00000004336.1	K22262
OFRAG00000004340.1	K05290
OFRAG00000004343.1	K00939
OFRAG00000004344.1	K01867
OFRAG00000004357.1	K12867
OFRAG00000004359.1	K00816
OFRAG00000004360.1	K16795
OFRAG00000004365.1	K04539
OFRAG00000004367.2	K15263
OFRAG00000004368.1	K15121
OFRAG00000004373.2	K11982
OFRAG00000004377.1	K23398
OFRAG00000004384.1	K24624
OFRAG00000004387.1	K04354
OFRAG00000004388.1	K24736
OFRAG00000004389.1	K12854
OFRAG00000004394.1	K05767
OFRAG00000004395.1	K16302
OFRAG00000004397.1	K01376
OFRAG00000004398.1	K14479
OFRAG00000004401.1	K14383
OFRAG00000004401.1	K03307
OFRAG00000004402.1	K15117
OFRAG00000004403.1	K16545
OFRAG00000004407.1	K00968
OFRAG00000004408.1	K00968
OFRAG00000004409.1	K00968
OFRAG00000004410.1	K07442
OFRAG00000004411.1	K08694
OFRAG00000004412.1	K10601
OFRAG00000004413.1	K19009
OFRAG00000004421.1	K02149
OFRAG00000004422.1	K17920
OFRAG00000004425.1	K15433
OFRAG00000004426.1	K22555
OFRAG00000004427.1	K07206
OFRAG00000004434.1	K00639
OFRAG00000004435.1	K12817
OFRAG00000004436.1	K20367
OFRAG00000004439.1	K10695
OFRAG00000004441.1	K20286
OFRAG00000004442.1	K02138
OFRAG00000004444.1	K15443
OFRAG00000004448.1	K11323
OFRAG00000004449.1	K00921
OFRAG00000004457.1	K00921
OFRAG00000004458.1	K00253
OFRAG00000004461.1	K17551
OFRAG00000004469.1	K20180
OFRAG00000004473.1	K18418
OFRAG00000004474.1	K20056
OFRAG00000004475.1	K11839
OFRAG00000004477.1	K25771
OFRAG00000004480.1	K01128
OFRAG00000004481.1	K10258
OFRAG00000004482.1	K24729
OFRAG00000004483.1	K10769
OFRAG00000004485.1	K11725
OFRAG00000004490.1	K04367
OFRAG00000004492.1	K11725
OFRAG00000004496.1	K11247
OFRAG00000004500.1	K00914
OFRAG00000004503.1	K09550
OFRAG00000004505.1	K24006
OFRAG00000004518.1	K18163
OFRAG00000004523.3	K16478
OFRAG00000004524.1	K03861
OFRAG00000004528.1	K03131
OFRAG00000004533.1	K18668
OFRAG00000004534.1	K19998
OFRAG00000004536.1	K02873
OFRAG00000004537.1	K01869
OFRAG00000004538.1	K06971
OFRAG00000004539.1	K06626
OFRAG00000004541.1	K06129
OFRAG00000004542.1	K10895
OFRAG00000004560.1	K19527
OFRAG00000004560.1	K14950
OFRAG00000004561.1	K09537
OFRAG00000004562.1	K02209
OFRAG00000004563.1	K01476
OFRAG00000004567.1	K12619
OFRAG00000004571.1	K20369
OFRAG00000004574.1	K14611
OFRAG00000004577.1	K19675
OFRAG00000004579.1	K09201
OFRAG00000004580.1	K04712
OFRAG00000004586.1	K11492
OFRAG00000004587.1	K04554
OFRAG00000004593.1	K01992
OFRAG00000004594.1	K12183
OFRAG00000004595.1	K11584
OFRAG00000004598.2	K14284
OFRAG00000004600.1	K19680
OFRAG00000004601.1	K14010
OFRAG00000004609.1	K12599
OFRAG00000004614.1	K20520
OFRAG00000004615.1	K17259
OFRAG00000004615.1	K17428
OFRAG00000004616.1	K07868
OFRAG00000004620.1	K00718
OFRAG00000004622.1	K24483
OFRAG00000004625.1	K02951
OFRAG00000004626.2	K00726
OFRAG00000004627.1	K25366
OFRAG00000004638.1	K12876
OFRAG00000004639.1	K23506
OFRAG00000004642.1	K15212
OFRAG00000004646.1	K08657
OFRAG00000004647.1	K01369
OFRAG00000004649.1	K02946
OFRAG00000004650.1	K10411
OFRAG00000004652.1	K17339
OFRAG00000004653.1	K14963
OFRAG00000004657.1	K14857
OFRAG00000004658.1	K08052
OFRAG00000004662.1	K11290
OFRAG00000004663.1	K07881
OFRAG00000004667.1	K22037
OFRAG00000004668.1	K22037
OFRAG00000004673.1	K14563
OFRAG00000004674.1	K03858
OFRAG00000004676.1	K11321
OFRAG00000004677.1	K15190
OFRAG00000004678.1	K24688
OFRAG00000004679.2	K24997
OFRAG00000004683.1	K08514
OFRAG00000004684.1	K10317
OFRAG00000004685.1	K00411
OFRAG00000004686.1	K25226
OFRAG00000004687.1	K03264
OFRAG00000004688.1	K25931
OFRAG00000004689.1	K26116
OFRAG00000004691.1	K01593
OFRAG00000004693.1	K24643
OFRAG00000004695.1	K16749
OFRAG00000004698.1	K00801
OFRAG00000004701.1	K12035
OFRAG00000004701.1	K12607
OFRAG00000004701.1	K11997
OFRAG00000004705.1	K08489
OFRAG00000004706.1	K14169
OFRAG00000004709.1	K11858
OFRAG00000004712.1	K09491
OFRAG00000004725.1	K02891
OFRAG00000004726.1	K11826
OFRAG00000004727.1	K13444
OFRAG00000004735.1	K13761
OFRAG00000004741.1	K21754
OFRAG00000004744.1	K08827
OFRAG00000004745.1	K17419
OFRAG00000004746.1	K17784
OFRAG00000004747.1	K16755
OFRAG00000004753.1	K00797
OFRAG00000004754.1	K23569
OFRAG00000004755.1	K12864
OFRAG00000004760.1	K02237
OFRAG00000004762.1	K23868
OFRAG00000004770.1	K19372
OFRAG00000004790.1	K22455
OFRAG00000004792.1	K12757
OFRAG00000004800.1	K22942
OFRAG00000004801.1	K11997
OFRAG00000004802.1	K04565
OFRAG00000004803.1	K22137
OFRAG00000004804.1	K02910
OFRAG00000004805.1	K02890
OFRAG00000004806.1	K03952
OFRAG00000004807.1	K04984
OFRAG00000004812.1	K08844
OFRAG00000004813.1	K05285
OFRAG00000004813.1	K01992
OFRAG00000004814.1	K18180
OFRAG00000004814.1	K07126
OFRAG00000004815.1	K15153
OFRAG00000004816.1	K15153
OFRAG00000004819.1	K10754
OFRAG00000004822.1	K24842
OFRAG00000004823.1	K05673
OFRAG00000004823.1	K01992
OFRAG00000004827.1	K21403
OFRAG00000004828.1	K11291
OFRAG00000004829.1	K14550
OFRAG00000004830.1	K10482
OFRAG00000004831.1	K19681
OFRAG00000004832.1	K00511
OFRAG00000004833.1	K03019
OFRAG00000004834.1	K11843
OFRAG00000004844.1	K25662
OFRAG00000004848.1	K00565
OFRAG00000004850.1	K18665
OFRAG00000004852.1	K03097
OFRAG00000004854.1	K11087
OFRAG00000004855.1	K14864
OFRAG00000004856.1	K18730
OFRAG00000004858.1	K07877
OFRAG00000004859.1	K13342
OFRAG00000004861.1	K05970
OFRAG00000004862.1	K05970
OFRAG00000004863.1	K05970
OFRAG00000004865.1	K02916
OFRAG00000004866.1	K03038
OFRAG00000004867.1	K11837
OFRAG00000004868.1	K14785
OFRAG00000004873.1	K02137
OFRAG00000004873.1	K02113
OFRAG00000004874.1	K10397
OFRAG00000004882.1	K08501
OFRAG00000004892.1	K12896
OFRAG00000004895.1	K02864
OFRAG00000004904.1	K20068
OFRAG00000004905.1	K08799
OFRAG00000004907.1	K01183
OFRAG00000004922.1	K25631
OFRAG00000004929.1	K09191
OFRAG00000004931.1	K22074
OFRAG00000004932.1	K09570
OFRAG00000004932.1	K01802
OFRAG00000004933.1	K13110
OFRAG00000004934.2	K13346
OFRAG00000004939.1	K07195
OFRAG00000004941.1	K12866
OFRAG00000004945.1	K09402
OFRAG00000004948.1	K09481
OFRAG00000004949.1	K18270
OFRAG00000004966.1	K23909
OFRAG00000004971.1	K08076
OFRAG00000004994.1	K00261
OFRAG00000004995.1	K01874
OFRAG00000004997.1	K11657
OFRAG00000005013.1	K10477
OFRAG00000005019.1	K01893
OFRAG00000005020.1	K17784
OFRAG00000005023.1	K03234
OFRAG00000005024.1	K00021
OFRAG00000005025.1	K01283
OFRAG00000005038.1	K04372
OFRAG00000005039.1	K01835
OFRAG00000005041.1	K01358
OFRAG00000005044.1	K14831
OFRAG00000005045.2	K12838
OFRAG00000005048.1	K08334
OFRAG00000005051.1	K02156
OFRAG00000005058.1	K16460
OFRAG00000005059.1	K22197
OFRAG00000005062.1	K00079
OFRAG00000005064.1	K08819
OFRAG00000005065.1	K07937
OFRAG00000005067.1	K05658
OFRAG00000005067.1	K01992
OFRAG00000005071.1	K24553
OFRAG00000005073.1	K12179
OFRAG00000005078.1	K17286
OFRAG00000005079.1	K17286
OFRAG00000005081.1	K00966
OFRAG00000005083.1	K04499
OFRAG00000005086.1	K15271
OFRAG00000005090.1	K18405
OFRAG00000005092.1	K20347
OFRAG00000005093.1	K14445
OFRAG00000005096.1	K14689
OFRAG00000005107.1	K12627
OFRAG00000005108.1	K02886
OFRAG00000005109.1	K14721
OFRAG00000005110.1	K25475
OFRAG00000005111.1	K22644
OFRAG00000005112.1	K00162
OFRAG00000005114.1	K18467
OFRAG00000005114.1	K07095
OFRAG00000005115.1	K08864
OFRAG00000005116.1	K11851
OFRAG00000005127.1	K02917
OFRAG00000005128.1	K02954
OFRAG00000005130.1	K01283
OFRAG00000005131.1	K01283
OFRAG00000005132.1	K01283
OFRAG00000005137.1	K02889
OFRAG00000005138.1	K11842
OFRAG00000005139.1	K12948
OFRAG00000005142.1	K16336
OFRAG00000005144.1	K16673
OFRAG00000005145.1	K18669
OFRAG00000005149.1	K22255
OFRAG00000005150.1	K21411
OFRAG00000005151.1	K14815
OFRAG00000005154.1	K24125
OFRAG00000005167.1	K17452
OFRAG00000005169.1	K01992
