#Host
nbis-mrna-10864	K22182
nbis-mrna-9708	K17866
nbis-mrna-10780	K06674
nbis-mrna-10777	K08963
nbis-mrna-10777	K00899
nbis-mrna-10774	K18423
nbis-mrna-10768	K10396
nbis-mrna-10766	K12309
nbis-mrna-7452	K03424
nbis-mrna-7448	K18426
nbis-mrna-7450	K11324
nbis-mrna-7449	K19828
nbis-mrna-7444	K09506
nbis-mrna-7442	K20309
nbis-mrna-7443	K23289
nbis-mrna-7439	K20056
nbis-mrna-7438	K18418
nbis-mrna-7440	K04679
nbis-mrna-2075	K03956
nbis-mrna-326	K23949
nbis-mrna-21838	K05283
nbis-mrna-21840	K01527
nbis-mrna-21839	K11291
nbis-mrna-15769	K01446
nbis-mrna-1814	K11108
nbis-mrna-1816	K17604
nbis-mrna-1817	K10570
nbis-mrna-1813	K00281
nbis-mrna-22479	K24749
nbis-mrna-22478	K03848
nbis-mrna-1149	K25304
nbis-mrna-14293	K01992
nbis-mrna-5986	K07090
nbis-mrna-1019	K03013
nbis-mrna-1021	K25704
nbis-mrna-1022	K03241
nbis-mrna-1023	K06704
nbis-mrna-13950	K14648
nbis-mrna-13949	K01992
nbis-mrna-10467	K01074
nbis-mrna-10469	K12832
nbis-mrna-10465	K11493
nbis-mrna-10466	K01519
nbis-mrna-10471	K08789
nbis-mrna-10475	K12736
nbis-mrna-10475	K03768
nbis-mrna-22579	K12602
nbis-mrna-22576	K09454
nbis-mrna-22576	K06867
nbis-mrna-22575	K18464
nbis-mrna-22571	K10688
nbis-mrna-22573	K15759
nbis-mrna-22572	K16804
nbis-mrna-22570	K09542
nbis-mrna-13275	K10645
nbis-mrna-13061	K10645
nbis-mrna-11587	K09568
nbis-mrna-11587	K01802
nbis-mrna-11584	K20780
nbis-mrna-15687	K17266
nbis-mrna-17563	K00791
nbis-mrna-2020	K01365
nbis-mrna-2023	K02268
nbis-mrna-16128	K01915
nbis-mrna-16127	K01915
nbis-mrna-16125	K05310
nbis-mrna-16126	K14786
nbis-mrna-16124	K03875
nbis-mrna-16121	K01764
nbis-mrna-16119	K24174
nbis-mrna-21037	K22859
nbis-mrna-13869	K14554
nbis-mrna-13858	K12393
nbis-mrna-13858	K11826
nbis-mrna-13853	K19538
nbis-mrna-13848	K13982
nbis-mrna-13848	K11594
nbis-mrna-13848	K09250
nbis-mrna-13843	K03671
nbis-mrna-13842	K10428
nbis-mrna-21571	K25091
nbis-mrna-21572	K03137
nbis-mrna-21570	K18586
nbis-mrna-21573	K18442
nbis-mrna-21574	K09613
nbis-mrna-21576	K01992
nbis-mrna-7542	K01363
nbis-mrna-16045	K02685
nbis-mrna-16043	K03691
nbis-mrna-16042	K10223
nbis-mrna-16038	K16524
nbis-mrna-16038	K01975
nbis-mrna-16034	K19403
nbis-mrna-16032	K19007
nbis-mrna-16030	K15700
nbis-mrna-16031	K03250
nbis-mrna-7905	K15015
nbis-mrna-7908	K24456
nbis-mrna-7907	K24456
nbis-mrna-7911	K23215
nbis-mrna-7914	K19514
nbis-mrna-7913	K23010
nbis-mrna-7915	K16310
nbis-mrna-17315	K08635
nbis-mrna-17322	K23439
nbis-mrna-17323	K02999
nbis-mrna-17324	K24456
nbis-mrna-17325	K24456
nbis-mrna-17326	K11971
nbis-mrna-17329	K14292
nbis-mrna-17328	K01581
nbis-mrna-17332	K09209
nbis-mrna-7796	K02871
nbis-mrna-20170	K13089
nbis-mrna-20172	K17387
nbis-mrna-20171	K13697
nbis-mrna-20175	K02272
nbis-mrna-21423	K02272
nbis-mrna-21422	K00889
nbis-mrna-21419	K02085
nbis-mrna-2965	K11644
nbis-mrna-2966	K25366
nbis-mrna-2967	K11839
nbis-mrna-2968	K23951
nbis-mrna-2974	K06258
nbis-mrna-2974	K01992
nbis-mrna-2976	K10258
nbis-mrna-2977	K24729
nbis-mrna-2975	K10769
nbis-mrna-3122	K04381
nbis-mrna-15283	K08066
nbis-mrna-15285	K18260
nbis-mrna-15284	K20100
nbis-mrna-5865	K20100
nbis-mrna-5868	K25185
nbis-mrna-5869	K12623
nbis-mrna-10836	K03661
nbis-mrna-10838	K03680
nbis-mrna-10837	K14846
nbis-mrna-10833	K10349
nbis-mrna-10288	K24013
nbis-mrna-10291	K03671
nbis-mrna-10290	K07883
nbis-mrna-10292	K01992
nbis-mrna-10294	K00569
nbis-mrna-10295	K11663
nbis-mrna-10296	K24029
nbis-mrna-10302	K12841
nbis-mrna-10303	K04372
nbis-mrna-10304	K01835
nbis-mrna-3693	K14995
nbis-mrna-3692	K24722
nbis-mrna-3691	K10753
nbis-mrna-5661	K07090
nbis-mrna-5662	K07090
nbis-mrna-5659	K07090
nbis-mrna-5658	K15201
nbis-mrna-5657	K06067
nbis-mrna-18544	K11865
nbis-mrna-18545	K01641
nbis-mrna-18543	K14462
nbis-mrna-14207	K17362
nbis-mrna-14206	K19511
nbis-mrna-3021	K11254
nbis-mrna-3015	K11251
nbis-mrna-3019	K11252
nbis-mrna-3014	K11251
nbis-mrna-3020	K11252
nbis-mrna-3020	K11253
nbis-mrna-3020	K11254
nbis-mrna-3018	K11253
nbis-mrna-3022	K11253
nbis-mrna-3022	K11254
nbis-mrna-3016	K11251
nbis-mrna-3017	K11252
nbis-mrna-3013	K00252
nbis-mrna-11613	K22940
nbis-mrna-6080	K05863
nbis-mrna-6084	K13115
nbis-mrna-6082	K17579
nbis-mrna-6079	K14003
nbis-mrna-14922	K15277
nbis-mrna-14924	K12878
nbis-mrna-14915	K24943
nbis-mrna-8366	K24943
nbis-mrna-8367	K14826
nbis-mrna-8367	K01802
nbis-mrna-1459	K11089
nbis-mrna-11302	K11089
nbis-mrna-11305	K11141
nbis-mrna-11309	K01555
nbis-mrna-11312	K14607
nbis-mrna-11314	K09091
nbis-mrna-18812	K11254
nbis-mrna-18814	K01027
nbis-mrna-18814	K01028
nbis-mrna-18816	K05504
nbis-mrna-6851	K02951
nbis-mrna-19135	K09072
nbis-mrna-19136	K22804
nbis-mrna-9137	K14191
nbis-mrna-9136	K24927
nbis-mrna-9135	K16740
nbis-mrna-9133	K11136
nbis-mrna-9132	K14788
nbis-mrna-9130	K23852
nbis-mrna-12026	K14445
nbis-mrna-21783	K00669
nbis-mrna-10618	K01128
nbis-mrna-3044	K09228
nbis-mrna-3044	K09191
nbis-mrna-6982	K24456
nbis-mrna-6983	K24456
nbis-mrna-11038	K24456
nbis-mrna-19560	K09564
nbis-mrna-19560	K03767
nbis-mrna-19560	K03768
nbis-mrna-19561	K24885
nbis-mrna-19564	K00609
nbis-mrna-21642	K01895
nbis-mrna-7842	K13348
nbis-mrna-5814	K03120
nbis-mrna-5817	K12387
nbis-mrna-5818	K24687
nbis-mrna-5822	K25648
nbis-mrna-14252	K00551
nbis-mrna-10981	K23168
nbis-mrna-15819	K23168
nbis-mrna-15829	K17888
nbis-mrna-15832	K01992
nbis-mrna-15833	K08741
nbis-mrna-10168	K18752
nbis-mrna-6423	K18752
nbis-mrna-20382	K17616
nbis-mrna-22484	K06072
nbis-mrna-22483	K08829
nbis-mrna-13970	K13279
nbis-mrna-13970	K03386
nbis-mrna-13971	K24723
nbis-mrna-13973	K13336
nbis-mrna-18553	K22531
nbis-mrna-18555	K07509
nbis-mrna-3922	K25102
nbis-mrna-3925	K14830
nbis-mrna-3923	K13216
nbis-mrna-9153	K01183
nbis-mrna-9152	K00213
nbis-mrna-9152	K01992
nbis-mrna-256	K00213
nbis-mrna-255	K01992
nbis-mrna-16491	K00213
nbis-mrna-14949	K01992
nbis-mrna-19085	K01205
nbis-mrna-19084	K00272
nbis-mrna-19084	K00273
nbis-mrna-19082	K01205
nbis-mrna-19077	K07178
nbis-mrna-13953	K15281
nbis-mrna-8676	K15281
nbis-mrna-11047	K13293
nbis-mrna-10683	K13051
nbis-mrna-3911	K03962
nbis-mrna-3903	K03075
nbis-mrna-19981	K05306
nbis-mrna-10785	K25441
nbis-mrna-10782	K11664
nbis-mrna-15495	K10839
nbis-mrna-15494	K15446
nbis-mrna-15493	K20476
nbis-mrna-4474	K25421
nbis-mrna-4475	K10350
nbis-mrna-4477	K10350
nbis-mrna-14788	K10350
nbis-mrna-14789	K01358
nbis-mrna-5523	K09828
nbis-mrna-7784	K13800
nbis-mrna-7785	K16724
nbis-mrna-80	K15169
nbis-mrna-19796	K24734
nbis-mrna-19795	K07090
nbis-mrna-21718	K07090
nbis-mrna-4150	K07090
nbis-mrna-4146	K07432
nbis-mrna-4148	K10635
nbis-mrna-4144	K21286
nbis-mrna-4143	K01520
nbis-mrna-4142	K15456
nbis-mrna-12727	K23438
nbis-mrna-12730	K05701
nbis-mrna-12729	K10581
nbis-mrna-12731	K22830
nbis-mrna-13983	K15177
nbis-mrna-7970	K15177
nbis-mrna-7957	K11980
nbis-mrna-7958	K10890
nbis-mrna-7952	K11725
nbis-mrna-7951	K16466
nbis-mrna-7948	K14537
nbis-mrna-7947	K14570
nbis-mrna-7943	K20188
nbis-mrna-7946	K02736
nbis-mrna-2312	K10848
nbis-mrna-2311	K02403
nbis-mrna-2309	K23893
nbis-mrna-548	K07090
nbis-mrna-7213	K01758
nbis-mrna-7213	K01760
nbis-mrna-5448	K01758
nbis-mrna-5448	K01760
nbis-mrna-8635	K14618
nbis-mrna-8633	K14618
nbis-mrna-8631	K08059
nbis-mrna-8636	K17436
nbis-mrna-8637	K23224
nbis-mrna-8641	K02649
nbis-mrna-8335	K06709
nbis-mrna-8344	K15698
nbis-mrna-8344	K01992
nbis-mrna-8346	K20397
nbis-mrna-19378	K25202
nbis-mrna-19379	K10777
nbis-mrna-19381	K10393
nbis-mrna-12110	K12386
nbis-mrna-17269	K11843
nbis-mrna-17270	K09377
nbis-mrna-9799	K24387
nbis-mrna-12611	K00573
nbis-mrna-12615	K19681
nbis-mrna-12616	K00511
nbis-mrna-12617	K00876
nbis-mrna-20500	K19897
nbis-mrna-16655	K10423
nbis-mrna-9413	K05129
nbis-mrna-9412	K01054
nbis-mrna-15643	K09597
nbis-mrna-6723	K01724
nbis-mrna-19479	K13147
nbis-mrna-18879	K01551
nbis-mrna-20700	K18185
nbis-mrna-20701	K01754
nbis-mrna-20702	K01278
nbis-mrna-19633	K11252
nbis-mrna-1637	K24942
nbis-mrna-10258	K11173
nbis-mrna-10257	K11173
nbis-mrna-4670	K03565
nbis-mrna-8267	K01322
nbis-mrna-5722	K14837
nbis-mrna-9001	K19372
nbis-mrna-9005	K00763
nbis-mrna-22231	K01363
nbis-mrna-22234	K01363
nbis-mrna-22238	K06258
nbis-mrna-22237	K01265
nbis-mrna-5366	K02154
nbis-mrna-11105	K08332
nbis-mrna-11104	K18084
nbis-mrna-11101	K08076
nbis-mrna-9954	K24456
nbis-mrna-12053	K10088
nbis-mrna-10638	K06943
nbis-mrna-10640	K17435
nbis-mrna-20290	K02541
nbis-mrna-14574	K01992
nbis-mrna-5975	K04615
nbis-mrna-11649	K23456
nbis-mrna-11650	K02365
nbis-mrna-11651	K15380
nbis-mrna-11652	K13194
nbis-mrna-11653	K10903
nbis-mrna-3895	K13917
nbis-mrna-3897	K17361
nbis-mrna-3896	K17930
nbis-mrna-3899	K03847
nbis-mrna-3899	K01992
nbis-mrna-18456	K22017
nbis-mrna-18452	K22017
nbis-mrna-17276	K06670
nbis-mrna-3216	K15200
nbis-mrna-2584	K00286
nbis-mrna-2585	K18726
nbis-mrna-2587	K15143
nbis-mrna-2589	K15143
nbis-mrna-5577	K07562
nbis-mrna-5578	K00846
nbis-mrna-5580	K00846
nbis-mrna-18645	K08076
nbis-mrna-5471	K23437
nbis-mrna-5468	K04499
nbis-mrna-12752	K17929
nbis-mrna-12751	K00939
nbis-mrna-5490	K11806
nbis-mrna-5491	K02942
nbis-mrna-5494	K22455
nbis-mrna-5495	K12757
nbis-mrna-5499	K17943
nbis-mrna-5502	K13153
nbis-mrna-5504	K09191
nbis-mrna-5506	K20102
nbis-mrna-335	K15032
nbis-mrna-2263	K05605
nbis-mrna-2263	K01692
nbis-mrna-2308	K06841
nbis-mrna-13156	K19761
nbis-mrna-13158	K11832
nbis-mrna-13157	K12741
nbis-mrna-13159	K12741
nbis-mrna-13161	K11492
nbis-mrna-13162	K11651
nbis-mrna-13163	K00898
nbis-mrna-13166	K18403
nbis-mrna-13167	K24940
nbis-mrna-20285	K10980
nbis-mrna-1664	K08025
nbis-mrna-3719	K01077
nbis-mrna-9424	K01077
nbis-mrna-4814	K09191
nbis-mrna-3052	K14353
nbis-mrna-3052	K01992
nbis-mrna-2695	K24634
nbis-mrna-2693	K06691
nbis-mrna-2694	K10299
nbis-mrna-2696	K17597
nbis-mrna-2697	K14611
nbis-mrna-10219	K13141
nbis-mrna-10217	K23495
nbis-mrna-10216	K17662
nbis-mrna-18231	K24505
nbis-mrna-18233	K06110
nbis-mrna-18236	K01556
nbis-mrna-18239	K14785
nbis-mrna-15704	K01992
nbis-mrna-15702	K20306
nbis-mrna-15700	K09239
nbis-mrna-20135	K12839
nbis-mrna-20134	K02183
nbis-mrna-20134	K13448
nbis-mrna-15123	K14321
nbis-mrna-15125	K02954
nbis-mrna-15124	K03231
nbis-mrna-15127	K13348
nbis-mrna-15130	K02941
nbis-mrna-9095	K01283
nbis-mrna-9945	K01283
nbis-mrna-1700	K11649
nbis-mrna-1699	K20472
nbis-mrna-4648	K03258
nbis-mrna-17025	K19400
nbis-mrna-17029	K18175
nbis-mrna-2009	K15430
nbis-mrna-2011	K08288
nbis-mrna-12584	K20784
nbis-mrna-12581	K03626
nbis-mrna-12583	K17094
nbis-mrna-12583	K17095
nbis-mrna-12578	K22017
nbis-mrna-11488	K09191
nbis-mrna-12938	K12587
nbis-mrna-12937	K07151
nbis-mrna-14965	K19674
nbis-mrna-7390	K19674
nbis-mrna-12124	K22017
nbis-mrna-2508	K21806
nbis-mrna-2507	K10874
nbis-mrna-2509	K23113
nbis-mrna-18551	K23113
nbis-mrna-22455	K11977
nbis-mrna-22448	K00627
nbis-mrna-22446	K12855
nbis-mrna-8320	K14820
nbis-mrna-1270	K25041
nbis-mrna-1271	K12825
nbis-mrna-1268	K23292
nbis-mrna-1265	K17606
nbis-mrna-1263	K17924
nbis-mrna-1264	K04729
nbis-mrna-1262	K09191
nbis-mrna-1261	K22017
nbis-mrna-16229	K08814
nbis-mrna-2219	K22037
nbis-mrna-15763	K23735
nbis-mrna-15763	K03801
nbis-mrna-15762	K23735
nbis-mrna-15762	K03801
nbis-mrna-15766	K20216
nbis-mrna-17350	K07342
nbis-mrna-17352	K07002
nbis-mrna-17354	K11322
nbis-mrna-17353	K09319
nbis-mrna-19606	K09319
nbis-mrna-19607	K09319
nbis-mrna-12740	K09319
nbis-mrna-12733	K00699
nbis-mrna-12738	K00699
nbis-mrna-12736	K00699
nbis-mrna-12735	K00699
nbis-mrna-16985	K22291
nbis-mrna-16986	K24348
nbis-mrna-17791	K12182
nbis-mrna-17795	K18469
nbis-mrna-18389	K22869
nbis-mrna-5732	K22869
nbis-mrna-5733	K08175
nbis-mrna-324	K01992
nbis-mrna-322	K14428
nbis-mrna-1783	K15115
nbis-mrna-1784	K02144
nbis-mrna-1782	K02917
nbis-mrna-21054	K01802
nbis-mrna-21055	K08967
nbis-mrna-770	K17493
nbis-mrna-771	K20639
nbis-mrna-772	K13126
nbis-mrna-17414	K00901
nbis-mrna-12354	K08496
nbis-mrna-12356	K12456
nbis-mrna-12348	K17426
nbis-mrna-2167	K09191
nbis-mrna-2168	K10415
nbis-mrna-2159	K17278
nbis-mrna-9679	K05181
nbis-mrna-9686	K22017
nbis-mrna-9688	K12826
nbis-mrna-15346	K03377
nbis-mrna-15347	K22188
nbis-mrna-15349	K00737
nbis-mrna-15351	K23544
nbis-mrna-15351	K01992
nbis-mrna-15352	K10611
nbis-mrna-15354	K24744
nbis-mrna-15355	K11668
nbis-mrna-3795	K08997
nbis-mrna-3796	K23407
nbis-mrna-12201	K17356
nbis-mrna-15943	K18709
nbis-mrna-15942	K00949
nbis-mrna-15940	K18400
nbis-mrna-15939	K09529
nbis-mrna-20517	K09275
nbis-mrna-20515	K16802
nbis-mrna-20514	K12504
nbis-mrna-20512	K00602
nbis-mrna-10632	K09322
nbis-mrna-15745	K07407
nbis-mrna-9069	K07151
nbis-mrna-22589	K02606
nbis-mrna-10829	K01968
nbis-mrna-10831	K08955
nbis-mrna-8350	K10754
nbis-mrna-11051	K24943
nbis-mrna-1138	K10703
nbis-mrna-1141	K08729
nbis-mrna-1226	K10593
nbis-mrna-4903	K24083
nbis-mrna-4903	K06889
nbis-mrna-11841	K16572
nbis-mrna-12657	K12833
nbis-mrna-12660	K12667
nbis-mrna-12659	K12667
nbis-mrna-2935	K01992
nbis-mrna-2931	K01596
nbis-mrna-2929	K22936
nbis-mrna-2925	K15631
nbis-mrna-5050	K21444
nbis-mrna-5050	K18738
nbis-mrna-10487	K17893
nbis-mrna-10489	K13539
nbis-mrna-10488	K01363
nbis-mrna-10491	K12488
nbis-mrna-7667	K01183
nbis-mrna-7669	K11656
nbis-mrna-10806	K03030
nbis-mrna-10808	K18171
nbis-mrna-1687	K02995
nbis-mrna-1691	K06700
nbis-mrna-1688	K02995
nbis-mrna-1690	K06700
nbis-mrna-1686	K01640
nbis-mrna-1689	K10410
nbis-mrna-1692	K23563
nbis-mrna-74	K10104
nbis-mrna-15189	K22017
nbis-mrna-15188	K04711
nbis-mrna-15187	K19583
nbis-mrna-1878	K19774
nbis-mrna-6530	K17085
nbis-mrna-17533	K25006
nbis-mrna-12398	K22017
nbis-mrna-16661	K12301
nbis-mrna-16661	K08193
nbis-mrna-19518	K03691
nbis-mrna-12692	K13127
nbis-mrna-12694	K22078
nbis-mrna-10154	K09304
nbis-mrna-10151	K09301
nbis-mrna-8109	K24750
nbis-mrna-14411	K24750
nbis-mrna-14866	K15105
nbis-mrna-14865	K01783
nbis-mrna-5070	K22078
nbis-mrna-12224	K09321
nbis-mrna-16257	K19720
nbis-mrna-16259	K17530
nbis-mrna-16259	K08805
nbis-mrna-16262	K09583
nbis-mrna-16264	K04671
nbis-mrna-6508	K15275
nbis-mrna-6508	K01992
nbis-mrna-6509	K00600
nbis-mrna-3449	K13109
nbis-mrna-3447	K06267
nbis-mrna-3446	K11864
nbis-mrna-3445	K14640
nbis-mrna-3443	K14640
nbis-mrna-3442	K07023
nbis-mrna-3441	K17407
nbis-mrna-3438	K25877
nbis-mrna-2032	K22145
nbis-mrna-2030	K23029
nbis-mrna-14999	K07750
nbis-mrna-15001	K02151
nbis-mrna-14998	K23340
nbis-mrna-15000	K23340
nbis-mrna-4137	K04988
nbis-mrna-12473	K03347
nbis-mrna-11345	K24420
nbis-mrna-17478	K02894
nbis-mrna-4155	K13411
nbis-mrna-20235	K07407
nbis-mrna-13659	K07407
nbis-mrna-21665	K13411
nbis-mrna-21669	K13411
nbis-mrna-7220	K01580
nbis-mrna-7217	K12871
nbis-mrna-7219	K24205
nbis-mrna-13565	K14789
nbis-mrna-17807	K10455
nbis-mrna-13913	K04070
nbis-mrna-12479	K22017
nbis-mrna-12482	K20630
nbis-mrna-12483	K24633
nbis-mrna-5087	K20630
nbis-mrna-21628	K09680
nbis-mrna-21629	K09228
nbis-mrna-21629	K09191
nbis-mrna-21631	K16578
nbis-mrna-21634	K03283
nbis-mrna-21637	K09191
nbis-mrna-21635	K10800
nbis-mrna-21638	K10268
nbis-mrna-21639	K11303
nbis-mrna-19058	K18402
nbis-mrna-19059	K12301
nbis-mrna-19059	K08193
nbis-mrna-1330	K00801
nbis-mrna-1328	K00476
nbis-mrna-19911	K22735
nbis-mrna-10543	K20174
nbis-mrna-10543	K06691
nbis-mrna-10545	K00597
nbis-mrna-17217	K09493
nbis-mrna-16499	K02370
nbis-mrna-16503	K16186
nbis-mrna-16503	K17776
nbis-mrna-16504	K15728
nbis-mrna-16502	K14797
nbis-mrna-16512	K17408
nbis-mrna-16513	K06101
nbis-mrna-16516	K11348
nbis-mrna-16516	K11380
nbis-mrna-4465	K15378
nbis-mrna-5155	K07208
nbis-mrna-5154	K18401
nbis-mrna-5153	K15188
nbis-mrna-16556	K12813
nbis-mrna-16557	K16780
nbis-mrna-20959	K08076
nbis-mrna-9979	K10456
nbis-mrna-9981	K10295
nbis-mrna-11551	K13156
nbis-mrna-4773	K13156
nbis-mrna-5431	K19526
nbis-mrna-11952	K19526
nbis-mrna-3478	K19754
nbis-mrna-3478	K13171
nbis-mrna-3477	K02868
nbis-mrna-12500	K11204
nbis-mrna-6600	K02273
nbis-mrna-6603	K10586
nbis-mrna-22057	K19673
nbis-mrna-17642	K07407
nbis-mrna-1534	K00020
nbis-mrna-21329	K11593
nbis-mrna-21328	K02885
nbis-mrna-21327	K00850
nbis-mrna-21325	K00234
nbis-mrna-21325	K00239
nbis-mrna-21321	K14997
nbis-mrna-8325	K24956
nbis-mrna-859	K09213
nbis-mrna-13138	K24094
nbis-mrna-13140	K19801
nbis-mrna-13139	K00417
nbis-mrna-13137	K00948
nbis-mrna-11257	K20187
nbis-mrna-14706	K19413
nbis-mrna-14705	K22255
nbis-mrna-14713	K19619
nbis-mrna-14715	K08872
nbis-mrna-14715	K07178
nbis-mrna-14718	K14573
nbis-mrna-2184	K07050
nbis-mrna-2183	K10997
nbis-mrna-19999	K00803
nbis-mrna-19998	K10885
nbis-mrna-3316	K24734
nbis-mrna-3314	K13517
nbis-mrna-3313	K02937
nbis-mrna-3309	K01992
nbis-mrna-6472	K13146
nbis-mrna-6470	K09584
nbis-mrna-6474	K12385
nbis-mrna-19064	K00757
nbis-mrna-19063	K02206
nbis-mrna-19063	K04563
nbis-mrna-4185	K22388
nbis-mrna-4186	K03033
nbis-mrna-10578	K15537
nbis-mrna-644	K15537
nbis-mrna-22227	K10273
nbis-mrna-22226	K02604
nbis-mrna-22226	K21844
nbis-mrna-22222	K14010
nbis-mrna-7198	K12864
nbis-mrna-7199	K26116
nbis-mrna-7200	K01301
nbis-mrna-7201	K00814
nbis-mrna-7203	K22864
nbis-mrna-7207	K00731
nbis-mrna-7206	K00731
nbis-mrna-15927	K09215
nbis-mrna-11923	K15361
nbis-mrna-11928	K16197
nbis-mrna-11924	K14815
nbis-mrna-11927	K19601
nbis-mrna-11931	K18178
nbis-mrna-11933	K04988
nbis-mrna-1289	K07300
nbis-mrna-1287	K06272
nbis-mrna-1288	K14850
nbis-mrna-259	K02911
nbis-mrna-2372	K24764
nbis-mrna-11567	K24764
nbis-mrna-11566	K10884
nbis-mrna-22586	K01922
nbis-mrna-22585	K19680
nbis-mrna-22583	K03952
nbis-mrna-22584	K02890
nbis-mrna-10495	K09497
nbis-mrna-1877	K14616
nbis-mrna-1875	K21954
nbis-mrna-4105	K21954
nbis-mrna-10726	K02128
nbis-mrna-10725	K19495
nbis-mrna-10730	K15189
nbis-mrna-6767	K22721
nbis-mrna-6773	K12200
nbis-mrna-6771	K17919
nbis-mrna-15246	K04565
nbis-mrna-7560	K00784
nbis-mrna-7559	K01192
nbis-mrna-11791	K01192
nbis-mrna-11792	K05236
nbis-mrna-17400	K24841
nbis-mrna-19639	K09113
nbis-mrna-19638	K22503
nbis-mrna-19635	K23344
nbis-mrna-19634	K13104
nbis-mrna-16188	K10523
nbis-mrna-8791	K00901
nbis-mrna-7700	K02726
nbis-mrna-7701	K21988
nbis-mrna-10972	K14838
nbis-mrna-10973	K01580
nbis-mrna-21812	K00232
nbis-mrna-18184	K01283
nbis-mrna-18185	K01283
nbis-mrna-16009	K07944
nbis-mrna-16006	K19985
nbis-mrna-16004	K11488
nbis-mrna-12548	K23503
nbis-mrna-3205	K24876
nbis-mrna-8863	K13238
nbis-mrna-8865	K01634
nbis-mrna-8866	K25608
nbis-mrna-8870	K25805
nbis-mrna-8872	K07374
nbis-mrna-8874	K24736
nbis-mrna-8873	K10743
nbis-mrna-5961	K10743
nbis-mrna-5965	K03331
nbis-mrna-10432	K03331
nbis-mrna-10436	K03029
nbis-mrna-10438	K06037
nbis-mrna-10438	K01733
nbis-mrna-12546	K11862
nbis-mrna-13566	K11862
nbis-mrna-13568	K15014
nbis-mrna-15319	K04354
nbis-mrna-15318	K04354
nbis-mrna-7876	K13116
nbis-mrna-9862	K20872
nbis-mrna-19480	K05691
nbis-mrna-14034	K19572
nbis-mrna-757	K25777
nbis-mrna-755	K01899
nbis-mrna-755	K01902
nbis-mrna-755	K02907
nbis-mrna-756	K06997
nbis-mrna-18346	K06997
nbis-mrna-18347	K09680
nbis-mrna-17021	K09680
nbis-mrna-2187	K12232
nbis-mrna-2188	K24721
nbis-mrna-7820	K06058
nbis-mrna-14309	K02183
nbis-mrna-14309	K13448
nbis-mrna-14308	K13448
nbis-mrna-1443	K10262
nbis-mrna-1441	K16449
nbis-mrna-1442	K02259
nbis-mrna-14877	K12193
nbis-mrna-14878	K24260
nbis-mrna-14879	K07126
nbis-mrna-7108	K18932
nbis-mrna-15977	K11481
nbis-mrna-15980	K07984
nbis-mrna-15979	K19368
nbis-mrna-15976	K24730
nbis-mrna-15971	K13506
nbis-mrna-15970	K02263
nbis-mrna-15504	K05955
nbis-mrna-4637	K24938
nbis-mrna-2806	K24938
nbis-mrna-2807	K23796
nbis-mrna-2802	K24635
nbis-mrna-2805	K22380
nbis-mrna-2803	K21246
nbis-mrna-2804	K01202
nbis-mrna-2801	K25177
nbis-mrna-2800	K25177
nbis-mrna-2799	K01202
nbis-mrna-10680	K23720
nbis-mrna-10679	K15699
nbis-mrna-13037	K10992
nbis-mrna-13033	K03648
nbis-mrna-9900	K15294
nbis-mrna-9896	K00629
nbis-mrna-9899	K01202
nbis-mrna-18891	K14523
nbis-mrna-18890	K16315
nbis-mrna-13726	K12846
nbis-mrna-13724	K10761
nbis-mrna-13725	K18622
nbis-mrna-18498	K10660
nbis-mrna-1967	K01689
nbis-mrna-1966	K21441
nbis-mrna-489	K09228
nbis-mrna-489	K09191
nbis-mrna-4917	K09228
nbis-mrna-4917	K09191
nbis-mrna-4107	K17675
nbis-mrna-19558	K03351
nbis-mrna-14908	K20640
nbis-mrna-14903	K18624
nbis-mrna-14904	K04496
nbis-mrna-13344	K18741
nbis-mrna-19019	K22825
nbis-mrna-8102	K17659
nbis-mrna-17203	K12657
nbis-mrna-3255	K09191
nbis-mrna-3250	K02898
nbis-mrna-3252	K09478
nbis-mrna-3248	K08492
nbis-mrna-3243	K00357
nbis-mrna-3246	K22376
nbis-mrna-3244	K25720
nbis-mrna-3241	K08000
nbis-mrna-13527	K01719
nbis-mrna-11823	K10895
nbis-mrna-4739	K05658
nbis-mrna-4739	K01992
nbis-mrna-4743	K15261
nbis-mrna-19847	K01431
nbis-mrna-19850	K15180
nbis-mrna-2322	K15261
nbis-mrna-2321	K15261
nbis-mrna-2320	K15261
nbis-mrna-4336	K15261
nbis-mrna-8629	K15261
nbis-mrna-13617	K15261
nbis-mrna-5096	K15261
nbis-mrna-5097	K15261
nbis-mrna-1888	K15261
nbis-mrna-9989	K15261
nbis-mrna-9988	K06058
nbis-mrna-456	K08497
nbis-mrna-18578	K10600
nbis-mrna-18580	K11997
nbis-mrna-4580	K22037
nbis-mrna-4579	K22037
nbis-mrna-4584	K15263
nbis-mrna-4596	K03177
nbis-mrna-20670	K08860
nbis-mrna-12784	K10837
nbis-mrna-12786	K03265
nbis-mrna-12783	K19608
nbis-mrna-12781	K19605
nbis-mrna-12778	K01931
nbis-mrna-9283	K11984
nbis-mrna-9281	K04648
nbis-mrna-9457	K24682
nbis-mrna-9460	K24682
nbis-mrna-9461	K24682
nbis-mrna-9245	K24682
nbis-mrna-17380	K16498
nbis-mrna-12819	K01992
nbis-mrna-12203	K24024
nbis-mrna-6047	K24141
nbis-mrna-6048	K00387
nbis-mrna-6044	K06678
nbis-mrna-1166	K02183
nbis-mrna-1166	K13448
nbis-mrna-13548	K10398
