#Host
RPACG00000000026.1	K12478
RPACG00000003107.1	K04712
RPACG00000003108.5	K09201
RPACG00000003113.1	K19874
RPACG00000003117.1	K03063
RPACG00000003129.1	K24255
RPACG00000003135.1	K19531
RPACG00000003136.1	K22744
RPACG00000003142.1	K16488
RPACG00000003144.1	K00962
RPACG00000003151.1	K00288
RPACG00000003151.1	K01938
RPACG00000003160.1	K07199
RPACG00000003161.1	K11187
RPACG00000003162.1	K11542
RPACG00000003164.1	K17569
RPACG00000003165.1	K07112
RPACG00000003166.1	K07112
RPACG00000003172.1	K24742
RPACG00000003173.1	K01867
RPACG00000003175.1	K08585
RPACG00000003176.1	K10862
RPACG00000003177.1	K16745
RPACG00000003178.1	K14566
RPACG00000003185.1	K24686
RPACG00000003186.1	K09569
RPACG00000003186.1	K01802
RPACG00000003189.1	K07440
RPACG00000003196.1	K15261
RPACG00000003198.1	K17593
RPACG00000003212.1	K12384
RPACG00000003238.1	K08835
RPACG00000003244.1	K00718
RPACG00000003246.1	K04988
RPACG00000003246.1	K20276
RPACG00000003247.1	K00731
RPACG00000003252.1	K00731
RPACG00000003255.1	K00731
RPACG00000003256.1	K00731
RPACG00000003254.2	K00731
RPACG00000003261.1	K01992
RPACG00000003265.1	K02908
RPACG00000003289.1	K01992
RPACG00000003302.1	K06066
RPACG00000003303.1	K11536
RPACG00000003304.1	K21449
RPACG00000003321.1	K03847
RPACG00000003321.1	K01992
RPACG00000003331.1	K12655
RPACG00000003337.1	K01886
RPACG00000003339.1	K10084
RPACG00000003340.1	K10520
RPACG00000003342.1	K10686
RPACG00000003343.1	K20392
RPACG00000003343.1	K20393
RPACG00000003344.1	K10293
RPACG00000003371.1	K00731
RPACG00000003383.1	K14827
RPACG00000003384.1	K13373
RPACG00000003386.1	K10408
RPACG00000003390.1	K15278
RPACG00000003391.1	K03424
RPACG00000003395.1	K11459
RPACG00000003402.1	K09540
RPACG00000003404.1	K19476
RPACG00000003405.1	K14572
RPACG00000003407.1	K19525
RPACG00000003409.1	K11390
RPACG00000003409.1	K01644
RPACG00000003410.2	K01611
RPACG00000003411.1	K02208
RPACG00000003412.1	K03960
RPACG00000003417.1	K01992
RPACG00000003422.1	K01992
RPACG00000003426.1	K13211
RPACG00000003427.1	K04427
RPACG00000003443.1	K05088
RPACG00000003445.1	K24054
RPACG00000003452.1	K22719
RPACG00000003452.1	K11558
RPACG00000003452.1	K16538
RPACG00000003452.1	K14956
RPACG00000003461.1	K00802
RPACG00000003462.1	K00802
RPACG00000003467.1	K00802
RPACG00000003468.1	K00802
RPACG00000003469.1	K18398
RPACG00000003470.1	K18533
RPACG00000003473.1	K04728
RPACG00000003476.1	K04728
RPACG00000003477.1	K25550
RPACG00000003479.1	K10612
RPACG00000003483.1	K12191
RPACG00000003484.2	K03704
RPACG00000003486.1	K11436
RPACG00000003487.1	K17598
RPACG00000003495.1	K00501
RPACG00000003495.1	K00500
RPACG00000003499.1	K18405
RPACG00000003500.1	K26086
RPACG00000003502.1	K13963
RPACG00000003508.1	K00500
RPACG00000003509.1	K00500
RPACG00000003527.1	K02865
RPACG00000003528.1	K11857
RPACG00000003538.1	K15156
RPACG00000003539.1	K15156
RPACG00000003548.1	K11450
RPACG00000003549.1	K20302
RPACG00000003550.1	K05694
RPACG00000003552.1	K07767
RPACG00000003553.1	K01992
RPACG00000003554.1	K09093
RPACG00000003555.1	K23611
RPACG00000003556.1	K01937
RPACG00000003557.1	K11405
RPACG00000003558.1	K23424
RPACG00000003560.1	K09067
RPACG00000003565.1	K00635
RPACG00000003571.1	K24627
RPACG00000003575.1	K09067
RPACG00000003576.1	K04565
RPACG00000003579.1	K02350
RPACG00000003586.1	K20276
RPACG00000003588.1	K04428
RPACG00000003589.1	K12493
RPACG00000003599.1	K16809
RPACG00000003600.1	K09528
RPACG00000003602.1	K13179
RPACG00000003605.1	K14945
RPACG00000003606.1	K01365
RPACG00000003610.1	K22558
RPACG00000003615.1	K11508
RPACG00000003618.1	K14836
RPACG00000003620.1	K10448
RPACG00000003622.1	K12817
RPACG00000003623.1	K09191
RPACG00000003624.1	K20367
RPACG00000003625.1	K18327
RPACG00000003626.1	K09250
RPACG00000003627.1	K01992
RPACG00000003632.1	K10279
RPACG00000003637.1	K15203
RPACG00000003638.1	K00139
RPACG00000003638.1	K00135
RPACG00000003657.1	K15425
RPACG00000003658.1	K08683
RPACG00000003659.1	K19323
RPACG00000003660.1	K08371
RPACG00000003665.1	K23337
RPACG00000003668.1	K23337
RPACG00000003669.1	K08766
RPACG00000003670.1	K09191
RPACG00000003672.1	K09008
RPACG00000003674.1	K11433
RPACG00000003675.1	K06265
RPACG00000003680.1	K01712
RPACG00000003681.1	K01712
RPACG00000003682.1	K15102
RPACG00000003683.1	K22182
RPACG00000003683.1	K03676
RPACG00000003684.2	K22182
RPACG00000003684.2	K03676
RPACG00000003688.1	K17654
RPACG00000003689.1	K12859
RPACG00000003690.1	K12859
RPACG00000003693.1	K23413
RPACG00000003702.1	K17920
RPACG00000003704.1	K16590
RPACG00000003719.1	K15261
RPACG00000003721.1	K15261
RPACG00000003726.1	K18624
RPACG00000003728.1	K04496
RPACG00000003729.1	K10316
RPACG00000003732.1	K00727
RPACG00000003734.1	K18741
RPACG00000003757.1	K22825
RPACG00000003772.1	K17659
RPACG00000003778.1	K18194
RPACG00000003779.1	K14831
RPACG00000003781.1	K24332
RPACG00000003782.1	K14834
RPACG00000003794.1	K17338
RPACG00000003795.1	K11099
RPACG00000003796.1	K08064
RPACG00000003797.1	K15719
RPACG00000003800.1	K07573
RPACG00000003801.1	K13121
RPACG00000003809.1	K17310
RPACG00000003811.1	K23538
RPACG00000003812.1	K01228
RPACG00000003813.1	K24483
RPACG00000003815.1	K24223
RPACG00000003818.1	K00718
RPACG00000003819.1	K00718
RPACG00000003825.1	K10104
RPACG00000003826.1	K01557
RPACG00000003827.1	K19716
RPACG00000003828.1	K15213
RPACG00000003829.1	K13201
RPACG00000003833.1	K00884
RPACG00000003834.1	K11725
RPACG00000003835.1	K11725
RPACG00000003839.2	K20346
RPACG00000003848.1	K01836
RPACG00000003849.1	K00733
RPACG00000003851.1	K10487
RPACG00000003858.1	K24780
RPACG00000003859.1	K15173
RPACG00000003860.1	K01992
RPACG00000003861.2	K14035
RPACG00000003865.1	K05030
RPACG00000003866.1	K05030
RPACG00000003869.1	K05030
RPACG00000003870.1	K08852
RPACG00000003872.1	K23601
RPACG00000003873.1	K03010
RPACG00000003876.1	K01672
RPACG00000003877.1	K21798
RPACG00000003878.1	K04043
RPACG00000003885.1	K15223
RPACG00000003895.1	K09114
RPACG00000003896.1	K13054
RPACG00000003897.1	K25701
RPACG00000003898.1	K20015
RPACG00000003901.1	K06676
RPACG00000003904.1	K23406
RPACG00000003905.1	K02893
RPACG00000003928.1	K08155
RPACG00000003929.1	K18123
RPACG00000003936.1	K04511
RPACG00000003949.1	K12795
RPACG00000003957.1	K01992
RPACG00000003968.1	K20276
RPACG00000003973.1	K12345
RPACG00000003975.1	K11273
RPACG00000003985.1	K10595
RPACG00000003988.1	K18625
RPACG00000003989.1	K01992
RPACG00000003995.1	K25646
RPACG00000004005.2	K20125
RPACG00000004008.1	K17779
RPACG00000004009.1	K14696
RPACG00000004014.1	K08281
RPACG00000004029.1	K07588
RPACG00000004029.1	K01992
RPACG00000004031.1	K07588
RPACG00000004040.1	K10779
RPACG00000004041.2	K16580
RPACG00000004042.1	K01204
RPACG00000004042.1	K07407
RPACG00000004052.1	K01304
RPACG00000004056.1	K04739
RPACG00000004059.1	K12882
RPACG00000004062.2	K10524
RPACG00000004065.1	K06640
RPACG00000004069.1	K01992
RPACG00000004081.1	K14842
RPACG00000004082.1	K00698
RPACG00000004082.1	K01992
RPACG00000004092.1	K00720
RPACG00000004093.2	K04352
RPACG00000004103.1	K16605
RPACG00000004107.1	K15363
RPACG00000004108.1	K00902
RPACG00000004111.1	K10104
RPACG00000004117.1	K01792
RPACG00000004118.1	K17711
RPACG00000004119.1	K03768
RPACG00000004119.1	K03767
RPACG00000004121.1	K23386
RPACG00000004125.1	K04539
RPACG00000004126.1	K05012
RPACG00000004126.1	K01992
RPACG00000004128.1	K22862
RPACG00000004130.1	K09560
RPACG00000004132.1	K09560
RPACG00000004133.1	K01262
RPACG00000004134.1	K00764
RPACG00000004138.1	K23820
RPACG00000004140.1	K23820
RPACG00000004143.1	K07192
RPACG00000004144.1	K07192
RPACG00000004150.1	K03968
RPACG00000004151.1	K14973
RPACG00000004154.1	K09640
RPACG00000004161.1	K18404
RPACG00000004164.1	K05665
RPACG00000004164.1	K01992
RPACG00000004165.3	K23617
RPACG00000004165.3	K00666
RPACG00000004166.1	K05665
RPACG00000004166.1	K01992
RPACG00000004170.1	K23343
RPACG00000004172.1	K23343
RPACG00000004173.2	K25400
RPACG00000004179.1	K05749
RPACG00000004182.1	K05749
RPACG00000004188.1	K05749
RPACG00000004190.1	K14803
RPACG00000004191.1	K00976
RPACG00000004192.1	K00049
RPACG00000004194.1	K00049
RPACG00000004199.1	K18283
RPACG00000004199.1	K06407
RPACG00000004204.1	K02434
RPACG00000004215.1	K23969
RPACG00000004219.1	K24682
RPACG00000004219.1	K01992
RPACG00000004227.1	K09332
RPACG00000004234.1	K00698
RPACG00000004244.1	K00698
RPACG00000004255.1	K22078
RPACG00000004258.1	K00710
RPACG00000004259.1	K00710
RPACG00000004261.1	K08804
RPACG00000004261.1	K13105
RPACG00000004262.1	K13163
RPACG00000004263.1	K14863
RPACG00000004268.1	K00149
RPACG00000004273.1	K14358
RPACG00000004276.1	K00698
RPACG00000004280.1	K09228
RPACG00000004280.1	K09191
RPACG00000004286.1	K19602
RPACG00000004288.1	K13164
RPACG00000004290.1	K03193
RPACG00000004292.1	K08874
RPACG00000004300.1	K07513
RPACG00000004301.1	K23308
RPACG00000004313.1	K14611
RPACG00000004314.1	K09191
RPACG00000004315.1	K07374
RPACG00000004316.2	K23588
RPACG00000004317.1	K09521
RPACG00000004319.1	K00671
RPACG00000004324.1	K04153
RPACG00000004325.1	K03232
RPACG00000004326.1	K03934
RPACG00000004328.1	K10683
RPACG00000004329.1	K16733
RPACG00000004337.1	K07374
RPACG00000004338.1	K07374
RPACG00000004339.1	K07374
RPACG00000004340.1	K07374
RPACG00000004341.1	K07374
RPACG00000004371.1	K00710
RPACG00000004377.1	K09070
RPACG00000004435.1	K08852
RPACG00000004446.1	K17907
RPACG00000004447.1	K12606
RPACG00000004476.1	K01183
RPACG00000004477.1	K17922
RPACG00000004478.1	K09572
RPACG00000004478.1	K01802
RPACG00000004479.1	K18756
RPACG00000004486.1	K01992
RPACG00000004494.1	K02495
RPACG00000004495.1	K11976
RPACG00000004496.2	K16353
RPACG00000004497.1	K15684
RPACG00000004498.1	K01148
RPACG00000004500.1	K01227
RPACG00000004509.1	K22524
RPACG00000004511.1	K25318
RPACG00000004525.1	K04440
RPACG00000004526.1	K01183
RPACG00000004529.1	K01992
RPACG00000004531.1	K05210
RPACG00000004532.2	K16585
RPACG00000004553.1	K07843
RPACG00000004555.1	K08136
RPACG00000004557.1	K24399
RPACG00000004564.1	K11549
RPACG00000004565.1	K14209
RPACG00000004565.1	K01992
RPACG00000004566.1	K15118
RPACG00000004571.1	K01992
RPACG00000004575.1	K05665
RPACG00000004575.1	K01992
RPACG00000004576.1	K22762
RPACG00000004578.1	K00784
RPACG00000004584.1	K01992
RPACG00000004589.1	K01992
RPACG00000004595.1	K08504
RPACG00000004597.1	K02870
RPACG00000004598.1	K00972
RPACG00000004599.1	K20396
RPACG00000004610.1	K21773
RPACG00000004626.1	K01769
RPACG00000004627.1	K03676
RPACG00000004628.1	K19951
RPACG00000004629.1	K06685
RPACG00000004631.1	K00485
RPACG00000004632.1	K18343
RPACG00000004634.1	K02877
RPACG00000004635.1	K01464
RPACG00000004636.1	K24175
RPACG00000004637.1	K03439
RPACG00000004647.1	K08376
RPACG00000004653.1	K02156
RPACG00000004654.1	K24734
RPACG00000004670.1	K18080
RPACG00000004671.1	K09228
RPACG00000004671.1	K09191
RPACG00000004672.1	K09228
RPACG00000004672.1	K09191
RPACG00000004675.1	K01179
RPACG00000004676.1	K01179
RPACG00000004678.1	K10738
RPACG00000004683.1	K09516
RPACG00000004686.1	K09668
RPACG00000004721.1	K20123
RPACG00000004722.1	K20465
RPACG00000004724.1	K09577
RPACG00000004724.1	K01802
RPACG00000004725.1	K08051
RPACG00000004726.1	K02105
RPACG00000004727.1	K09530
RPACG00000004728.1	K01992
RPACG00000004744.1	K04564
RPACG00000004746.1	K04564
RPACG00000004749.1	K23336
RPACG00000004750.1	K18328
RPACG00000004751.1	K18066
RPACG00000004765.1	K00611
RPACG00000004788.1	K17776
RPACG00000004792.1	K04070
RPACG00000004795.1	K24633
RPACG00000004797.1	K20630
RPACG00000004802.1	K22017
RPACG00000004803.1	K24630
RPACG00000004804.1	K08872
RPACG00000004804.1	K07178
RPACG00000004805.1	K19619
RPACG00000004812.2	K16175
RPACG00000004814.1	K09273
RPACG00000004835.1	K22255
RPACG00000004836.1	K19413
RPACG00000004837.1	K20187
RPACG00000004842.1	K00948
RPACG00000004843.1	K00417
RPACG00000004844.1	K19801
RPACG00000004847.1	K24094
RPACG00000004851.1	K09213
RPACG00000004854.1	K14010
RPACG00000004856.1	K04988
RPACG00000004879.1	K09215
RPACG00000004884.1	K15361
RPACG00000004885.2	K16197
RPACG00000004886.1	K14815
RPACG00000004887.1	K19601
RPACG00000004917.1	K04564
RPACG00000004918.1	K22824
RPACG00000004924.1	K02137
RPACG00000004924.1	K02113
RPACG00000004926.1	K01183
RPACG00000004933.1	K01183
RPACG00000004934.1	K01183
RPACG00000004938.1	K01183
RPACG00000004939.1	K01183
RPACG00000004940.1	K01183
RPACG00000004942.1	K01183
RPACG00000004943.1	K01183
RPACG00000004953.1	K11128
RPACG00000004954.1	K20642
RPACG00000004956.1	K10412
RPACG00000004957.1	K14529
RPACG00000004963.1	K13517
RPACG00000004964.1	K10841
RPACG00000004965.1	K01307
RPACG00000004966.1	K13107
RPACG00000004969.1	K00463
RPACG00000004977.1	K00463
RPACG00000004978.1	K00463
RPACG00000004990.1	K00463
RPACG00000004999.1	K00463
RPACG00000005003.1	K00463
RPACG00000005006.1	K00463
RPACG00000005010.1	K00463
RPACG00000005019.1	K00463
RPACG00000005024.1	K00463
RPACG00000005025.1	K00463
RPACG00000005026.1	K22910
RPACG00000005028.1	K22910
RPACG00000005030.1	K22910
RPACG00000005031.1	K09518
RPACG00000005032.1	K18055
RPACG00000005033.1	K18441
RPACG00000005035.1	K24739
RPACG00000005036.1	K04392
RPACG00000005036.1	K07860
RPACG00000005036.1	K07975
RPACG00000005037.1	K12823
RPACG00000005038.1	K12590
RPACG00000005041.1	K17783
RPACG00000005042.1	K24521
RPACG00000005043.1	K22858
RPACG00000005044.1	K02267
RPACG00000005047.1	K19363
RPACG00000005048.1	K19363
RPACG00000005049.1	K19363
RPACG00000005051.1	K19363
RPACG00000005055.1	K12873
RPACG00000005060.1	K14404
RPACG00000005062.1	K14545
RPACG00000005063.1	K05648
RPACG00000005063.1	K01990
RPACG00000005063.1	K01992
RPACG00000005065.1	K24482
RPACG00000005068.1	K10849
RPACG00000005081.1	K01262
RPACG00000005085.1	K01148
RPACG00000005088.1	K08740
RPACG00000005089.1	K24927
RPACG00000005090.1	K14191
RPACG00000005091.2	K22804
RPACG00000005094.2	K09072
RPACG00000005096.1	K09072
RPACG00000005127.1	K02951
RPACG00000005130.1	K19352
RPACG00000005135.1	K19352
RPACG00000005156.1	K05504
RPACG00000005157.1	K01992
RPACG00000005159.1	K01027
RPACG00000005159.1	K01028
RPACG00000005183.1	K21449
RPACG00000005186.1	K21449
RPACG00000005196.1	K21449
RPACG00000005270.1	K21449
RPACG00000005281.1	K00551
RPACG00000005283.1	K25648
RPACG00000005288.1	K24687
RPACG00000005290.1	K12387
RPACG00000005293.1	K03120
RPACG00000005295.1	K17759
RPACG00000005311.1	K24456
RPACG00000005317.1	K09324
RPACG00000005336.2	K04703
RPACG00000005356.1	K18162
RPACG00000005359.1	K25059
RPACG00000005361.1	K17576
RPACG00000005362.3	K08816
RPACG00000005363.1	K20304
RPACG00000005364.1	K13114
RPACG00000005369.1	K07442
RPACG00000005370.1	K08694
RPACG00000005371.1	K10601
RPACG00000005376.1	K01495
RPACG00000005378.1	K10606
RPACG00000005381.1	K01231
RPACG00000005382.1	K16781
RPACG00000005383.1	K15791
RPACG00000005384.1	K07874
RPACG00000005386.1	K03031
RPACG00000005388.1	K12874
RPACG00000005398.1	K06070
RPACG00000005404.1	K20281
RPACG00000005405.1	K22942
RPACG00000005406.1	K10746
RPACG00000005407.1	K15128
RPACG00000005409.1	K20723
RPACG00000005410.1	K00654
RPACG00000005412.1	K13278
RPACG00000005412.1	K01424
RPACG00000005412.1	K06867
RPACG00000005413.1	K01424
RPACG00000005417.1	K01424
RPACG00000005421.1	K13295
RPACG00000005423.1	K01992
RPACG00000005427.1	K01301
RPACG00000005431.1	K19363
RPACG00000005433.2	K23935
RPACG00000005435.1	K08830
RPACG00000005438.1	K03256
RPACG00000005440.1	K10435
RPACG00000005442.1	K21848
RPACG00000005444.2	K01082
RPACG00000005445.1	K08876
RPACG00000005447.1	K14795
RPACG00000005448.1	K02867
RPACG00000005449.1	K24865
RPACG00000005460.1	K09517
RPACG00000005461.1	K11674
RPACG00000005462.1	K08376
RPACG00000005464.1	K08376
RPACG00000005468.1	K01966
RPACG00000005469.1	K14434
RPACG00000005470.1	K24098
RPACG00000005485.1	K08171
RPACG00000005486.1	K15691
RPACG00000005490.1	K20463
RPACG00000005490.1	K06691
RPACG00000005491.1	K23884
RPACG00000005494.1	K09191
RPACG00000005495.1	K12656
RPACG00000005496.1	K01992
RPACG00000005499.1	K06961
RPACG00000005504.1	K00693
RPACG00000005505.1	K23555
RPACG00000005507.1	K11490
RPACG00000005509.1	K13748
RPACG00000005510.1	K13748
RPACG00000005512.1	K22415
RPACG00000005514.1	K25393
RPACG00000005515.1	K03141
RPACG00000005516.1	K08660
RPACG00000005518.1	K24186
RPACG00000005526.1	K13350
RPACG00000005527.1	K22941
RPACG00000005529.1	K00953
RPACG00000005532.1	K14688
RPACG00000005537.1	K02970
RPACG00000005549.1	K03211
RPACG00000005551.1	K24799
RPACG00000005557.1	K11095
RPACG00000005558.1	K14303
RPACG00000005561.1	K24774
RPACG00000005566.1	K18168
RPACG00000005567.1	K00894
RPACG00000005571.1	K17218
RPACG00000005577.1	K11498
RPACG00000005581.1	K17800
RPACG00000005587.2	K10104
RPACG00000005590.1	K22790
RPACG00000005594.1	K04210
RPACG00000005599.1	K04209
RPACG00000005610.1	K01408
RPACG00000005611.1	K02147
RPACG00000005612.1	K12620
RPACG00000005613.1	K00280
RPACG00000005616.1	K24456
RPACG00000005618.1	K20011
RPACG00000005618.1	K03386
RPACG00000005619.1	K11321
RPACG00000005620.1	K03254
RPACG00000005625.1	K18710
RPACG00000005629.1	K23841
RPACG00000005633.1	K16732
RPACG00000005633.1	K19041
RPACG00000005636.1	K16732
RPACG00000005643.1	K16618
RPACG00000005644.1	K06210
RPACG00000005645.1	K14766
RPACG00000005650.1	K10434
RPACG00000005654.1	K09191
RPACG00000005655.1	K15703
RPACG00000005656.1	K25568
RPACG00000005667.1	K21988
RPACG00000005670.1	K21988
RPACG00000005674.1	K21988
RPACG00000005675.1	K21988
RPACG00000005677.1	K03331
RPACG00000005679.1	K04640
RPACG00000005680.1	K03253
RPACG00000005681.1	K15108
RPACG00000005687.1	K22037
RPACG00000005690.1	K18655
RPACG00000005707.1	K01992
RPACG00000005710.1	K10661
RPACG00000005711.1	K24757
RPACG00000005714.1	K14765
RPACG00000005715.1	K23565
RPACG00000005716.1	K14530
RPACG00000005717.1	K21415
RPACG00000005718.1	K11506
RPACG00000005719.1	K18172
RPACG00000005720.1	K17335
RPACG00000005721.1	K13289
RPACG00000005728.1	K03129
RPACG00000005729.1	K18749
RPACG00000005730.1	K11089
RPACG00000005733.1	K11089
RPACG00000005735.1	K01135
RPACG00000005736.1	K01135
RPACG00000005739.1	K08635
RPACG00000005741.1	K22860
RPACG00000005742.1	K03515
RPACG00000005743.2	K03857
RPACG00000005745.1	K18734
RPACG00000005751.1	K05016
RPACG00000005758.1	K11109
RPACG00000005759.1	K01132
RPACG00000005760.1	K15559
RPACG00000005761.1	K03011
RPACG00000005762.1	K01132
RPACG00000005764.1	K17966
RPACG00000005767.1	K08341
RPACG00000005775.1	K10089
RPACG00000005776.1	K11985
RPACG00000005777.1	K10908
RPACG00000005780.1	K02353
RPACG00000005781.1	K10645
RPACG00000005783.1	K20726
RPACG00000005784.1	K09228
RPACG00000005784.1	K09191
RPACG00000005785.1	K09228
RPACG00000005785.1	K09191
RPACG00000005786.1	K09228
RPACG00000005786.1	K09191
RPACG00000005791.1	K17500
RPACG00000005792.1	K11787
RPACG00000005792.1	K01945
RPACG00000005792.1	K01933
RPACG00000005792.1	K11175
RPACG00000005796.1	K00033
RPACG00000005807.1	K03012
RPACG00000005808.1	K20824
RPACG00000005811.1	K02358
RPACG00000005812.1	K12618
RPACG00000005816.1	K25549
RPACG00000005819.1	K23612
RPACG00000005820.1	K25209
RPACG00000005821.1	K09191
RPACG00000005822.1	K03264
RPACG00000005823.1	K25226
RPACG00000005824.1	K00411
RPACG00000005825.1	K00411
RPACG00000005826.1	K00411
RPACG00000005827.1	K07126
RPACG00000005828.1	K13106
RPACG00000005829.1	K08341
RPACG00000005838.1	K21988
RPACG00000005842.1	K20003
RPACG00000005860.1	K15445
RPACG00000005861.1	K14463
RPACG00000005904.1	K06963
RPACG00000005905.1	K22414
RPACG00000005907.1	K20398
RPACG00000005908.1	K01151
RPACG00000005909.1	K10106
RPACG00000005912.1	K10106
RPACG00000005936.1	K16570
RPACG00000005953.1	K10408
RPACG00000005967.1	K22530
RPACG00000005968.1	K01110
RPACG00000005973.1	K00472
RPACG00000005974.1	K07934
RPACG00000005976.1	K19683
RPACG00000005977.1	K01992
RPACG00000005980.1	K19683
RPACG00000005981.1	K01992
RPACG00000005984.1	K01992
RPACG00000005986.1	K01992
RPACG00000005989.1	K01992
RPACG00000005990.1	K01992
RPACG00000005992.1	K17609
RPACG00000005994.1	K03768
RPACG00000005995.1	K03767
RPACG00000005995.1	K03768
RPACG00000005996.1	K24050
RPACG00000005999.1	K24050
RPACG00000006006.1	K17834
RPACG00000006008.1	K01480
RPACG00000006025.1	K18666
RPACG00000006043.1	K23583
RPACG00000006043.1	K15043
RPACG00000006045.1	K01824
RPACG00000006047.1	K17574
RPACG00000006049.1	K22721
RPACG00000006054.1	K08838
RPACG00000006057.1	K07893
RPACG00000006058.1	K11840
RPACG00000006062.1	K10319
RPACG00000006069.1	K03307
RPACG00000006069.1	K01992
RPACG00000006070.1	K19760
RPACG00000006072.1	K21841
RPACG00000006074.1	K24091
RPACG00000006075.1	K19870
RPACG00000006079.1	K09228
RPACG00000006079.1	K09191
RPACG00000006081.1	K11131
RPACG00000006086.1	K17890
RPACG00000006090.1	K03257
RPACG00000006092.1	K18055
RPACG00000006094.1	K18055
RPACG00000006096.1	K22987
RPACG00000006125.1	K15015
RPACG00000006129.1	K00889
RPACG00000006130.1	K02272
RPACG00000006131.1	K13697
RPACG00000006132.1	K17387
RPACG00000006133.1	K16734
RPACG00000006137.1	K10758
RPACG00000006139.1	K22037
RPACG00000006140.1	K22037
RPACG00000006144.1	K14998
RPACG00000006145.1	K04798
RPACG00000006149.1	K22904
RPACG00000006151.1	K01876
RPACG00000006155.1	K21751
RPACG00000006159.1	K22985
RPACG00000006167.1	K22017
RPACG00000006173.1	K03660
RPACG00000006175.1	K02967
RPACG00000006176.1	K13132
RPACG00000006180.1	K00876
RPACG00000006182.1	K17542
RPACG00000006184.1	K16731
RPACG00000006209.1	K01490
