#Host
FUN000001-T1	K11253
FUN029170-T1	K24574
FUN029172-T1	K24574
FUN029183-T1	K12605
FUN029185-T1	K23424
FUN029187-T1	K23424
FUN029442-T1	K18953
FUN029442-T1	K18625
FUN029443-T1	K11368
FUN029445-T1	K25791
FUN029446-T1	K00387
FUN029448-T1	K11323
FUN029449-T1	K07098
FUN029451-T1	K13202
FUN029455-T1	K23332
FUN029458-T1	K16682
FUN029466-T1	K20409
FUN029468-T1	K15440
FUN029475-T1	K08869
FUN029488-T1	K10733
FUN029491-T1	K09396
FUN029732-T1	K08967
FUN029733-T1	K08967
FUN029735-T1	K23008
FUN029753-T1	K23949
FUN029754-T1	K22827
FUN029755-T1	K06685
FUN029756-T1	K12898
FUN029757-T1	K12872
FUN029758-T1	K04802
FUN029759-T1	K00981
FUN029759-T1	K01992
FUN029760-T1	K14005
FUN029764-T1	K04097
FUN029764-T1	K00799
FUN029765-T1	K04097
FUN029765-T1	K00799
FUN029766-T1	K04097
FUN029766-T1	K00799
FUN029769-T1	K01866
FUN029771-T1	K23949
FUN029776-T1	K22696
FUN029777-T1	K16449
FUN029779-T1	K12881
FUN029780-T1	K10583
FUN029781-T1	K24864
FUN029782-T1	K00274
FUN029783-T1	K17823
FUN029786-T1	K04403
FUN029792-T1	K11728
FUN030052-T1	K09273
FUN030053-T1	K16175
FUN030062-T1	K19619
FUN030063-T1	K08872
FUN030063-T1	K07178
FUN030064-T1	K24630
FUN030065-T1	K14010
FUN030069-T1	K01126
FUN030077-T1	K01126
FUN030098-T1	K07114
FUN030101-T1	K07114
FUN030397-T1	K24456
FUN030407-T1	K00326
FUN030409-T1	K17306
FUN030410-T1	K12492
FUN030412-T1	K11108
FUN030413-T1	K10570
FUN030414-T1	K11404
FUN030415-T1	K00281
FUN030416-T1	K01411
FUN030430-T1	K09397
FUN030439-T1	K23628
FUN030440-T1	K12877
FUN030445-T1	K11343
FUN030450-T1	K18629
FUN030451-T1	K09291
FUN030455-T1	K01581
FUN030810-T1	K04439
FUN030811-T1	K00762
FUN030818-T1	K23354
FUN030821-T1	K00750
FUN030834-T1	K22721
FUN030841-T1	K18269
FUN030842-T1	K15044
FUN030847-T1	K01874
FUN030852-T1	K02935
FUN030853-T1	K10609
FUN030854-T1	K11997
FUN030857-T1	K16913
FUN031083-T1	K00802
FUN031084-T1	K00802
FUN031087-T1	K05208
FUN031089-T1	K07759
FUN031094-T1	K02974
FUN031095-T1	K23489
FUN031095-T1	K17797
FUN031101-T1	K12463
FUN031101-T1	K09191
FUN031103-T1	K03958
FUN031105-T1	K14021
FUN031114-T1	K08813
FUN031130-T1	K01410
FUN031132-T1	K06275
FUN031134-T1	K09448
FUN031135-T1	K16569
FUN031136-T1	K16569
FUN031137-T1	K22867
FUN031139-T1	K02929
FUN031140-T1	K16609
FUN031350-T1	K15113
FUN031351-T1	K02183
FUN031351-T1	K13448
FUN031356-T1	K20007
FUN031369-T1	K06569
FUN031380-T1	K02180
FUN031381-T1	K02963
FUN031382-T1	K19178
FUN031383-T1	K17547
FUN031385-T1	K25644
FUN031697-T1	K10104
FUN031700-T1	K21863
FUN031702-T1	K08343
FUN031708-T1	K00547
FUN031724-T1	K13338
FUN031726-T1	K24631
FUN031969-T1	K24680
FUN031971-T1	K20878
FUN031991-T1	K02375
FUN032006-T1	K06867
FUN032011-T1	K18584
FUN032018-T1	K08834
FUN032023-T1	K16581
FUN032024-T1	K08239
FUN032230-T1	K10401
FUN032231-T1	K18055
FUN032233-T1	K09518
FUN032234-T1	K22910
FUN032235-T1	K14774
FUN032236-T1	K14774
FUN032238-T1	K10397
FUN032240-T1	K17430
FUN032242-T1	K14571
FUN032243-T1	K07442
FUN032247-T1	K25808
FUN032248-T1	K14841
FUN032249-T1	K17964
FUN032264-T1	K12868
FUN032475-T1	K24886
FUN032485-T1	K16307
FUN032486-T1	K11584
FUN032492-T1	K10411
FUN032493-T1	K02946
FUN032504-T1	K03017
FUN032507-T1	K09880
FUN032508-T1	K10407
FUN032510-T1	K03262
FUN032511-T1	K17682
FUN032513-T1	K05657
FUN032513-T1	K01992
FUN032514-T1	K10779
FUN032733-T1	K00710
FUN032734-T1	K00710
FUN032765-T1	K10666
FUN032769-T1	K17849
FUN032771-T1	K17849
FUN032772-T1	K19332
FUN032774-T1	K04650
FUN033027-T1	K17885
FUN033035-T1	K09519
FUN033036-T1	K25552
FUN033041-T1	K15254
FUN033042-T1	K11653
FUN033043-T1	K24229
FUN033062-T1	K11644
FUN033063-T1	K25366
FUN033064-T1	K11839
FUN033066-T1	K23951
FUN033077-T1	K06258
FUN033292-T1	K03847
FUN033293-T1	K03847
FUN033301-T1	K12655
FUN033308-T1	K01886
FUN033313-T1	K10084
FUN033314-T1	K10520
FUN033320-T1	K10293
FUN033321-T1	K10686
FUN033322-T1	K20392
FUN033322-T1	K20393
FUN033332-T1	K03109
FUN033333-T1	K07583
FUN033336-T1	K13143
FUN033338-T1	K00222
FUN033338-T1	K01992
FUN033347-T1	K10158
FUN033702-T1	K11859
FUN033706-T1	K02888
FUN033713-T1	K09391
FUN033716-T1	K13221
FUN033717-T1	K15979
FUN033718-T1	K19385
FUN033726-T1	K24808
FUN033727-T1	K22913
FUN033728-T1	K14567
FUN033729-T1	K00451
FUN033730-T1	K00451
FUN033731-T1	K04984
FUN033731-T1	K01992
FUN033733-T1	K01992
FUN033736-T1	K14685
FUN033736-T1	K01992
FUN033737-T1	K14685
FUN033737-T1	K01992
FUN033741-T1	K25420
FUN033945-T1	K25484
FUN033948-T1	K15426
FUN033951-T1	K25572
FUN033963-T1	K08074
FUN033968-T1	K01369
FUN033970-T1	K01369
FUN033971-T1	K01369
FUN033972-T1	K01369
FUN033974-T1	K01369
FUN033976-T1	K24435
FUN033978-T1	K01785
FUN033979-T1	K13159
FUN033982-T1	K16602
FUN033988-T1	K07377
FUN033992-T1	K07377
FUN033994-T1	K01166
FUN034002-T1	K00718
FUN034250-T1	K01992
FUN034252-T1	K16732
FUN034252-T1	K19041
FUN034257-T1	K18710
FUN034264-T1	K03254
FUN034265-T1	K11321
FUN034266-T1	K20410
FUN034271-T1	K01992
FUN034306-T1	K07071
FUN034307-T1	K12391
FUN034509-T1	K22641
FUN034509-T1	K01992
FUN034510-T1	K16891
FUN034511-T1	K00472
FUN034514-T1	K08336
FUN034515-T1	K18631
FUN034517-T1	K09646
FUN034519-T1	K16343
FUN034524-T1	K08858
FUN034533-T1	K20797
FUN034545-T1	K17550
FUN034546-T1	K25611
FUN034552-T1	K12304
FUN034553-T1	K13212
FUN034554-T1	K03267
FUN034556-T1	K03007
FUN034565-T1	K15108
FUN034566-T1	K03253
FUN034784-T1	K21988
FUN034786-T1	K21988
FUN034791-T1	K09191
FUN034801-T1	K24062
FUN034813-T1	K10345
FUN034814-T1	K11377
FUN034815-T1	K00665
FUN034817-T1	K00771
FUN034818-T1	K16833
FUN034819-T1	K02957
FUN034820-T1	K03259
FUN035056-T1	K23386
FUN035061-T1	K13203
FUN035062-T1	K24727
FUN035065-T1	K23311
FUN035084-T1	K20288
FUN035087-T1	K20288
FUN035088-T1	K15686
FUN035095-T1	K10349
FUN035097-T1	K12176
FUN035098-T1	K11792
FUN035100-T1	K13273
FUN035101-T1	K03024
FUN035357-T1	K24942
FUN035360-T1	K24550
FUN035362-T1	K10356
FUN035559-T1	K23222
FUN035561-T1	K01267
FUN035562-T1	K07300
FUN035563-T1	K06272
FUN035565-T1	K14850
FUN035566-T1	K02911
FUN035567-T1	K01915
FUN035574-T1	K04615
FUN035575-T1	K04615
FUN035576-T1	K04615
FUN035578-T1	K04615
FUN035579-T1	K04615
FUN035580-T1	K04615
FUN035583-T1	K24764
FUN035589-T1	K10884
FUN035590-T1	K01922
FUN035591-T1	K19680
FUN035592-T1	K03952
FUN035593-T1	K02890
FUN035813-T1	K18334
FUN035813-T1	K18102
FUN035813-T1	K18983
FUN035815-T1	K10645
FUN035817-T1	K10645
FUN035821-T1	K09568
FUN035821-T1	K01802
FUN035822-T1	K20780
FUN035826-T1	K24456
FUN035842-T1	K24341
FUN035843-T1	K01805
FUN035844-T1	K10589
FUN035846-T1	K24660
FUN035850-T1	K20293
FUN035853-T1	K22754
FUN035855-T1	K22754
FUN035856-T1	K22754
FUN035857-T1	K22754
FUN035861-T1	K23935
FUN035863-T1	K23935
FUN035867-T1	K08830
FUN036056-T1	K13346
FUN036059-T1	K16944
FUN036062-T1	K12815
FUN036072-T1	K21415
FUN036074-T1	K23565
FUN036075-T1	K14765
FUN036079-T1	K10661
FUN036096-T1	K00857
FUN036097-T1	K05687
FUN036097-T1	K03152
FUN036414-T1	K11860
FUN036416-T1	K01518
FUN036430-T1	K14559
FUN036432-T1	K15261
FUN036434-T1	K15261
FUN036447-T1	K19636
FUN036449-T1	K19636
FUN036622-T1	K18084
FUN036623-T1	K08332
FUN036632-T1	K02154
FUN036640-T1	K13696
FUN036642-T1	K01363
FUN036643-T1	K01363
FUN036647-T1	K00763
FUN036648-T1	K19372
FUN036654-T1	K14837
FUN036663-T1	K01322
FUN036666-T1	K08202
FUN036669-T1	K16194
FUN036860-T1	K20465
FUN036863-T1	K20123
FUN036885-T1	K08266
FUN036887-T1	K10104
FUN036900-T1	K11997
FUN036904-T1	K12164
FUN036905-T1	K04555
FUN037099-T1	K00849
FUN037104-T1	K01769
FUN037105-T1	K08960
FUN037106-T1	K12230
FUN037109-T1	K21121
FUN037111-T1	K10087
FUN037112-T1	K09140
FUN037116-T1	K23802
FUN037121-T1	K04739
FUN037126-T1	K07521
FUN037129-T1	K04936
FUN037136-T1	K04515
FUN037323-T1	K12231
FUN037325-T1	K09191
FUN037326-T1	K09191
FUN037331-T1	K21988
FUN037335-T1	K03283
FUN037338-T1	K16774
FUN037340-T1	K09228
FUN037340-T1	K09191
FUN037341-T1	K10800
FUN037343-T1	K10268
FUN037344-T1	K11997
FUN037346-T1	K11303
FUN037372-T1	K18402
FUN037588-T1	K25472
FUN037593-T1	K24429
FUN037596-T1	K12373
FUN037604-T1	K20216
FUN037607-T1	K21449
FUN037608-T1	K03122
FUN037609-T1	K08816
FUN037611-T1	K15902
FUN037612-T1	K17777
FUN037614-T1	K22383
FUN037616-T1	K22865
FUN037619-T1	K17653
FUN037621-T1	K04079
FUN037622-T1	K24741
FUN037628-T1	K04170
FUN037826-T1	K02876
FUN037829-T1	K10345
FUN037830-T1	K03247
FUN037831-T1	K14773
FUN037839-T1	K15197
FUN037840-T1	K09666
FUN037842-T1	K20465
FUN037854-T1	K19996
FUN037855-T1	K14033
FUN037856-T1	K16483
FUN037858-T1	K11647
FUN037865-T1	K07755
FUN037866-T1	K11488
FUN037868-T1	K19985
FUN037871-T1	K07944
FUN038053-T1	K15305
FUN038054-T1	K16725
FUN038055-T1	K20128
FUN038056-T1	K20128
FUN038057-T1	K11376
FUN038060-T1	K20291
FUN038062-T1	K20050
FUN038063-T1	K16742
FUN038064-T1	K14309
FUN038073-T1	K23314
FUN038074-T1	K13510
FUN038085-T1	K12194
FUN038088-T1	K12194
FUN038091-T1	K23860
FUN038095-T1	K09191
FUN038280-T1	K17966
FUN038281-T1	K12581
FUN038282-T1	K12185
FUN038287-T1	K20363
FUN038288-T1	K22943
FUN038297-T1	K01952
FUN038307-T1	K01893
FUN038308-T1	K20397
FUN038311-T1	K15698
FUN038311-T1	K01992
FUN038315-T1	K07759
FUN038333-T1	K11109
FUN038334-T1	K01132
FUN038335-T1	K15559
FUN038336-T1	K03011
FUN038514-T1	K14445
FUN038515-T1	K14445
FUN038516-T1	K10640
FUN038520-T1	K14445
FUN038521-T1	K07127
FUN038536-T1	K00784
FUN038840-T1	K02880
FUN038844-T1	K06842
FUN038846-T1	K08371
FUN038850-T1	K19323
FUN038851-T1	K08683
FUN038852-T1	K15425
FUN038861-T1	K17614
FUN038862-T1	K15381
FUN038862-T1	K01992
FUN038864-T1	K02357
FUN038868-T1	K01992
FUN038869-T1	K02864
FUN038871-T1	K21844
FUN038872-T1	K08334
FUN038873-T1	K15731
FUN038878-T1	K03305
FUN038881-T1	K08491
FUN038882-T1	K22237
FUN038885-T1	K02960
FUN039069-T1	K13155
FUN039070-T1	K09574
FUN039073-T1	K03130
FUN039074-T1	K07889
FUN039075-T1	K23929
FUN039078-T1	K06027
FUN039079-T1	K00108
FUN039080-T1	K12181
FUN039087-T1	K01077
FUN039091-T1	K23714
FUN039092-T1	K10390
FUN039095-T1	K14611
FUN039095-T1	K01992
FUN039273-T1	K22540
FUN039275-T1	K08815
FUN039276-T1	K12822
FUN039277-T1	K08811
FUN039278-T1	K08811
FUN039286-T1	K09592
FUN039288-T1	K08869
FUN039289-T1	K06063
FUN039290-T1	K01875
FUN039293-T1	K14970
FUN039299-T1	K01992
FUN039456-T1	K01992
FUN039457-T1	K01992
FUN039466-T1	K14638
FUN039467-T1	K13111
FUN039472-T1	K25440
FUN039474-T1	K23732
FUN039482-T1	K06699
FUN039487-T1	K24778
FUN039495-T1	K12403
FUN039496-T1	K17608
FUN039498-T1	K17608
FUN039666-T1	K03447
FUN039666-T1	K01992
FUN039668-T1	K10592
FUN039670-T1	K16608
FUN039690-T1	K25439
FUN039691-T1	K18078
FUN039692-T1	K00162
FUN039699-T1	K24492
FUN039700-T1	K09648
FUN039701-T1	K09522
FUN039703-T1	K06316
FUN039705-T1	K12622
FUN039706-T1	K05545
FUN039708-T1	K26126
FUN039859-T1	K02085
FUN039864-T1	K14445
FUN039866-T1	K09114
FUN039875-T1	K15223
FUN039876-T1	K10402
FUN039882-T1	K23406
FUN039883-T1	K02893
FUN039887-T1	K08155
FUN039889-T1	K14611
FUN039890-T1	K14611
FUN039891-T1	K01992
FUN040045-T1	K10260
FUN040046-T1	K01008
FUN040047-T1	K13094
FUN040047-T1	K01008
FUN040048-T1	K23505
FUN040049-T1	K08870
FUN040054-T1	K10876
FUN040057-T1	K19656
FUN040249-T1	K22558
FUN040262-T1	K21398
FUN040262-T1	K01992
FUN040263-T1	K21398
FUN040263-T1	K01992
FUN040272-T1	K18739
FUN040273-T1	K20791
FUN040282-T1	K24838
FUN040283-T1	K10408
FUN040284-T1	K00181
FUN040285-T1	K00088
FUN040289-T1	K04441
FUN040293-T1	K16608
FUN040294-T1	K10364
FUN040458-T1	K01915
FUN040459-T1	K01915
FUN040461-T1	K01915
FUN040465-T1	K07937
FUN040467-T1	K01889
FUN040474-T1	K16603
FUN040480-T1	K01251
FUN040482-T1	K01251
FUN040483-T1	K02146
FUN040484-T1	K24758
FUN040485-T1	K03341
FUN040486-T1	K01217
FUN040490-T1	K00128
FUN040624-T1	K21248
FUN040625-T1	K04794
FUN040626-T1	K03354
FUN040643-T1	K23844
FUN040659-T1	K08439
FUN040659-T1	K01992
FUN000201-T1	K12489
FUN000201-T1	K16777
FUN000202-T1	K16777
FUN000203-T1	K16777
FUN000209-T1	K16777
FUN000210-T1	K16777
FUN000211-T1	K14429
FUN000212-T1	K12831
FUN000220-T1	K15622
FUN000221-T1	K14455
FUN000225-T1	K19530
FUN000235-T1	K11883
FUN000254-T1	K10416
FUN000255-T1	K10734
FUN000256-T1	K10636
FUN000258-T1	K11796
FUN000259-T1	K20294
FUN000260-T1	K11997
FUN000261-T1	K20294
FUN000264-T1	K05929
FUN000414-T1	K14388
FUN000414-T1	K01992
FUN000418-T1	K00699
FUN000422-T1	K10858
FUN000422-T1	K25458
FUN000440-T1	K01756
FUN000442-T1	K14015
FUN000443-T1	K17908
FUN000446-T1	K14459
FUN000449-T1	K12603
FUN000452-T1	K02863
FUN000453-T1	K00261
FUN000457-T1	K02087
FUN000458-T1	K25863
FUN000459-T1	K07204
FUN000460-T1	K06229
FUN000461-T1	K02427
FUN000463-T1	K02997
FUN000464-T1	K26118
FUN000477-T1	K00718
FUN000635-T1	K03331
FUN000637-T1	K15261
FUN000645-T1	K10743
FUN000647-T1	K24736
FUN000648-T1	K04354
FUN000650-T1	K19572
FUN000652-T1	K19572
FUN000653-T1	K19572
FUN000656-T1	K05691
FUN000670-T1	K13116
FUN000672-T1	K25624
FUN000674-T1	K00826
FUN000819-T1	K08073
FUN000820-T1	K23635
FUN000833-T1	K01013
FUN000834-T1	K01013
FUN000839-T1	K16475
FUN000841-T1	K16475
FUN000842-T1	K00922
FUN000845-T1	K06254
FUN001044-T1	K01148
FUN001045-T1	K06704
FUN001046-T1	K09537
FUN001056-T1	K00728
FUN001056-T1	K01104
FUN001058-T1	K00728
FUN001058-T1	K01992
FUN001059-T1	K01800
FUN001059-T1	K00799
FUN001062-T1	K12829
FUN001063-T1	K12592
FUN001075-T1	K11800
FUN001077-T1	K03348
FUN001085-T1	K06704
FUN001223-T1	K00857
FUN001224-T1	K02992
FUN001232-T1	K24734
FUN001233-T1	K01992
FUN001238-T1	K11269
FUN001239-T1	K24895
FUN001245-T1	K14636
FUN001254-T1	K01265
FUN001256-T1	K00121
FUN001258-T1	K25291
FUN001261-T1	K00469
FUN001421-T1	K09108
FUN001424-T1	K03259
FUN001428-T1	K14558
FUN001447-T1	K24747
FUN001455-T1	K13528
FUN001456-T1	K11098
FUN001457-T1	K16754
FUN001470-T1	K21774
FUN001471-T1	K25475
FUN001472-T1	K06636
FUN001581-T1	K04599
FUN001583-T1	K01992
FUN001587-T1	K06693
FUN001588-T1	K15182
FUN001589-T1	K16174
FUN001590-T1	K17552
FUN001591-T1	K18407
FUN001593-T1	K12850
FUN001598-T1	K03424
FUN001600-T1	K05679
FUN001600-T1	K01992
FUN001602-T1	K22555
FUN001604-T1	K11131
FUN001605-T1	K16763
FUN001611-T1	K17890
FUN001617-T1	K03257
FUN001750-T1	K10742
FUN001778-T1	K01992
FUN001933-T1	K17546
FUN001942-T1	K03833
FUN001957-T1	K01992
FUN001960-T1	K23741
FUN001962-T1	K24652
FUN001963-T1	K16588
FUN001964-T1	K04638
FUN001965-T1	K15637
FUN002199-T1	K01183
FUN002201-T1	K17922
FUN002202-T1	K09572
FUN002203-T1	K18756
FUN002217-T1	K19626
FUN002220-T1	K17231
FUN002225-T1	K07959
FUN002226-T1	K07880
FUN002227-T1	K16454
FUN002228-T1	K01277
FUN002229-T1	K01512
FUN002232-T1	K14167
FUN002235-T1	K02183
FUN002235-T1	K13448
FUN002237-T1	K02183
FUN002237-T1	K13448
FUN002240-T1	K21843
FUN002241-T1	K11089
FUN002377-T1	K23969
FUN002378-T1	K00851
FUN002387-T1	K24554
FUN002390-T1	K00933
FUN002391-T1	K01992
FUN002395-T1	K05728
FUN002396-T1	K18733
FUN002397-T1	K19054
FUN002398-T1	K11968
FUN002399-T1	K01992
FUN002400-T1	K11415
FUN002400-T1	K12410
FUN002401-T1	K22644
FUN002402-T1	K03522
FUN002527-T1	K21595
FUN002530-T1	K24134
FUN002534-T1	K25533
FUN002535-T1	K00264
FUN002535-T1	K00266
FUN002538-T1	K12401
FUN002539-T1	K04127
FUN002540-T1	K06632
FUN002541-T1	K20186
FUN002542-T1	K13108
FUN002544-T1	K01992
FUN002550-T1	K09365
FUN002563-T1	K14769
FUN002567-T1	K02996
FUN002577-T1	K09085
FUN002688-T1	K09403
FUN002690-T1	K11511
FUN002694-T1	K05628
FUN002695-T1	K03936
FUN002699-T1	K09410
FUN002701-T1	K04487
FUN002703-T1	K07847
FUN002710-T1	K02919
FUN002711-T1	K01102
FUN002722-T1	K06972
FUN002723-T1	K14790
FUN002726-T1	K13145
FUN002846-T1	K00710
FUN002853-T1	K06240
FUN002855-T1	K02734
FUN002856-T1	K10436
FUN002859-T1	K08057
FUN002864-T1	K06639
FUN002867-T1	K06085
FUN002868-T1	K06085
FUN002869-T1	K00726
FUN002876-T1	K07901
FUN002876-T1	K07903
FUN002877-T1	K02978
FUN002879-T1	K19676
FUN002880-T1	K10080
FUN002881-T1	K23883
FUN002882-T1	K23883
FUN003004-T1	K10866
FUN003049-T1	K12848
FUN003054-T1	K24351
FUN003055-T1	K00789
FUN003056-T1	K00789
FUN003057-T1	K18258
FUN003058-T1	K00164
FUN003059-T1	K10532
FUN003069-T1	K20398
FUN003071-T1	K06963
FUN003178-T1	K18443
FUN003179-T1	K00507
FUN003189-T1	K13138
FUN003192-T1	K13138
FUN003194-T1	K21890
FUN003196-T1	K21630
FUN003207-T1	K03504
FUN003210-T1	K01634
FUN003213-T1	K12494
FUN003214-T1	K02955
FUN003215-T1	K25207
FUN003332-T1	K14648
FUN003337-T1	K03956
FUN003340-T1	K25174
FUN003362-T1	K04679
FUN003363-T1	K18418
FUN003364-T1	K20056
FUN003366-T1	K23289
FUN003367-T1	K20309
FUN003369-T1	K09506
FUN003373-T1	K19828
FUN003375-T1	K11324
FUN003376-T1	K18426
FUN003379-T1	K03424
FUN003385-T1	K05759
FUN003386-T1	K18423
FUN003482-T1	K03331
FUN003488-T1	K14398
FUN003489-T1	K20526
FUN003497-T1	K13997
FUN003530-T1	K04458
FUN003531-T1	K03871
FUN003532-T1	K18157
FUN003533-T1	K10251
FUN003534-T1	K10251
FUN003657-T1	K16455
FUN003675-T1	K01254
FUN003676-T1	K04975
FUN003677-T1	K02540
FUN003904-T1	K00718
FUN003905-T1	K09341
FUN003908-T1	K19399
FUN003909-T1	K04599
FUN003911-T1	K04599
FUN003937-T1	K16545
FUN003944-T1	K20193
FUN003945-T1	K20520
FUN003947-T1	K23555
FUN003948-T1	K07868
FUN004056-T1	K01889
FUN004060-T1	K22940
FUN004070-T1	K24399
FUN004071-T1	K24399
FUN004072-T1	K08136
FUN004076-T1	K05948
FUN004078-T1	K08501
FUN004084-T1	K14325
FUN004088-T1	K10747
FUN004089-T1	K14443
FUN004098-T1	K06134
FUN004099-T1	K00967
FUN004201-T1	K07390
FUN004202-T1	K12373
FUN004203-T1	K25557
FUN004206-T1	K12663
FUN004208-T1	K25452
FUN004210-T1	K15047
FUN004211-T1	K01511
FUN004212-T1	K25473
FUN004216-T1	K20096
FUN004217-T1	K12173
FUN004218-T1	K15630
FUN004220-T1	K20067
FUN004223-T1	K13513
FUN004224-T1	K17906
FUN004226-T1	K17906
FUN004227-T1	K06826
FUN004238-T1	K15433
FUN004348-T1	K24943
FUN004349-T1	K11507
FUN004360-T1	K07911
FUN004361-T1	K14801
FUN004362-T1	K08801
FUN004363-T1	K10754
FUN004365-T1	K18462
FUN004376-T1	K22017
FUN004378-T1	K10104
FUN004380-T1	K02542
FUN004467-T1	K03106
FUN004468-T1	K09407
FUN004478-T1	K15258
FUN004480-T1	K14300
FUN004481-T1	K14303
FUN004482-T1	K11095
FUN004488-T1	K24799
FUN004508-T1	K02970
FUN004511-T1	K14688
FUN004637-T1	K07190
FUN004638-T1	K09611
FUN004642-T1	K21198
FUN004647-T1	K10406
FUN004648-T1	K05293
FUN004662-T1	K10432
FUN004676-T1	K02516
FUN004677-T1	K00565
FUN004679-T1	K25662
FUN004775-T1	K00569
FUN004780-T1	K00604
FUN004781-T1	K13024
FUN004784-T1	K03246
FUN004785-T1	K00699
FUN004791-T1	K00586
FUN004796-T1	K01080
FUN004797-T1	K18186
FUN004803-T1	K24832
FUN004811-T1	K08056
FUN004917-T1	K05236
FUN004917-T1	K17302
FUN004918-T1	K24841
FUN004920-T1	K09113
FUN004921-T1	K22503
FUN004923-T1	K23344
FUN004924-T1	K13104
FUN004926-T1	K10523
FUN004948-T1	K18808
FUN004951-T1	K17310
FUN005058-T1	K13168
FUN005060-T1	K11829
FUN005061-T1	K06115
FUN005062-T1	K08658
FUN005064-T1	K03355
FUN005065-T1	K00913
FUN005065-T1	K16539
FUN005068-T1	K04456
FUN005076-T1	K03259
FUN005078-T1	K03259
FUN005080-T1	K17419
FUN005082-T1	K16531
FUN005083-T1	K18668
FUN005084-T1	K15280
FUN005084-T1	K01992
FUN005085-T1	K15335
FUN005086-T1	K21456
FUN005183-T1	K02878
FUN005186-T1	K20404
FUN005187-T1	K14779
FUN005188-T1	K10599
FUN005204-T1	K12353
FUN005208-T1	K12353
FUN005210-T1	K22611
FUN005212-T1	K22017
FUN005218-T1	K20185
FUN005224-T1	K14294
FUN005427-T1	K10803
FUN005431-T1	K10313
FUN005433-T1	K01112
FUN005570-T1	K21872
FUN005573-T1	K00710
FUN005574-T1	K04499
FUN005576-T1	K14799
FUN005578-T1	K14799
FUN005579-T1	K02607
FUN005580-T1	K06249
FUN005600-T1	K11481
FUN005602-T1	K06265
FUN005701-T1	K01468
FUN005710-T1	K08150
FUN005712-T1	K14561
FUN005713-T1	K17543
FUN005714-T1	K24031
FUN005717-T1	K10772
FUN005719-T1	K11847
FUN005720-T1	K15685
FUN005727-T1	K01992
FUN005729-T1	K01992
FUN005730-T1	K01992
FUN005748-T1	K06058
FUN005751-T1	K15261
FUN005753-T1	K06058
FUN005842-T1	K17935
FUN005843-T1	K15235
FUN005844-T1	K24887
FUN005853-T1	K08292
FUN005855-T1	K15326
FUN005859-T1	K01992
FUN005864-T1	K22872
FUN005959-T1	K25742
FUN005961-T1	K23093
FUN005962-T1	K11801
FUN005963-T1	K19327
FUN005964-T1	K08802
FUN005965-T1	K23195
FUN005965-T1	K09191
FUN005970-T1	K13348
FUN006076-T1	K05849
FUN006079-T1	K20794
FUN006080-T1	K01939
FUN006083-T1	K01939
FUN006098-T1	K04703
FUN006172-T1	K17834
FUN006178-T1	K17834
FUN006179-T1	K23286
FUN006181-T1	K21804
FUN006186-T1	K00698
FUN006186-T1	K01992
FUN006188-T1	K00698
FUN006190-T1	K00698
FUN006192-T1	K17987
FUN006193-T1	K10408
FUN006194-T1	K18173
FUN006195-T1	K25191
FUN006196-T1	K18270
FUN006198-T1	K17494
FUN006205-T1	K24517
FUN006211-T1	K19398
FUN006212-T1	K17264
FUN006309-T1	K14297
FUN006318-T1	K17780
FUN006327-T1	K16465
FUN006328-T1	K07748
FUN006332-T1	K06626
FUN006333-T1	K06971
FUN006334-T1	K01869
FUN006335-T1	K02873
FUN006351-T1	K16340
FUN006354-T1	K18592
FUN006466-T1	K10408
FUN006468-T1	K01992
FUN006471-T1	K11765
FUN006473-T1	K16533
FUN006474-T1	K23664
FUN006478-T1	K09122
FUN006479-T1	K09658
FUN006480-T1	K11544
FUN006556-T1	K04683
FUN006561-T1	K05019
FUN006563-T1	K24576
FUN006567-T1	K14314
FUN006569-T1	K14314
FUN006570-T1	K04438
FUN006571-T1	K15336
FUN006572-T1	K11089
FUN006576-T1	K23491
FUN006742-T1	K17966
FUN006751-T1	K23569
FUN006752-T1	K10400
FUN006753-T1	K08811
FUN006754-T1	K14027
FUN006761-T1	K05016
FUN006764-T1	K18734
FUN006766-T1	K03857
FUN006768-T1	K22860
FUN006769-T1	K17079
FUN006770-T1	K13342
FUN006771-T1	K13758
FUN006772-T1	K17428
FUN006773-T1	K17081
FUN006775-T1	K13866
FUN006779-T1	K22037
FUN006782-T1	K22037
FUN006783-T1	K19761
FUN006789-T1	K18655
FUN006866-T1	K03955
FUN006866-T1	K02078
FUN006867-T1	K23335
FUN006868-T1	K07556
FUN006869-T1	K25443
FUN006871-T1	K03107
FUN006872-T1	K09561
FUN006873-T1	K03022
FUN006874-T1	K10282
FUN006885-T1	K03671
FUN006887-T1	K08873
FUN006888-T1	K04134
FUN006888-T1	K01992
FUN006890-T1	K08873
FUN006901-T1	K05692
FUN006901-T1	K10354
FUN006901-T1	K16575
FUN006902-T1	K13237
FUN006989-T1	K26051
FUN006995-T1	K20195
FUN006996-T1	K13176
FUN006997-T1	K01992
FUN006999-T1	K25451
FUN007000-T1	K24935
FUN007014-T1	K04513
FUN007014-T1	K07856
FUN007014-T1	K07975
FUN007017-T1	K18156
FUN007018-T1	K20405
FUN007019-T1	K10280
FUN007112-T1	K09407
FUN007125-T1	K05700
FUN007126-T1	K11135
FUN007127-T1	K06631
FUN007129-T1	K07542
FUN007130-T1	K03175
FUN007132-T1	K15172
